genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
GCF_018421745	4524	4479	74	species	0.82	0.81	0.26	0.03	0.06	0.99	0.81	True
GCF_008931485	5222	5118	3	family	0.92	0.91	0.6	0.03	0.06	0.94	0.85	False
GCF_910573735	5024	4937	103	species	0.9	0.89	0.02	0.04	0.08	0.99	0.88	True
GCF_016504925	4537	4482	24	genus	0.89	0.88	0.04	0.06	0.12	0.96	0.84	True
GCF_013786205	4938	4796	3	genus	0.86	0.84	0.06	0.13	0.3	0.94	0.79	True
GCF_002738435	5157	4980	53	family	0.94	0.91	0.57	0.02	0.04	0.94	0.85	False
GCF_013781985	5190	5115	5	family	0.93	0.92	0.17	0.03	0.07	0.94	0.86	True
GCF_019655655	5186	5085	122	family	0.93	0.91	0.41	0.04	0.09	0.93	0.85	True
ERQ0572	5415	5204	155	family	0.91	0.87	0.64	0.03	0.05	0.94	0.82	False
GCF_018441435	5209	5030	86	family	0.92	0.89	0.65	0.03	0.06	0.94	0.84	False
GCF_005281245	4206	4122	63	genus	0.86	0.84	0.07	0.03	0.06	0.95	0.8	True
GCF_001276105	4699	4648	41	genus	0.89	0.88	0.2	0.02	0.05	0.98	0.87	True
GCF_019803045	5144	4979	5	family	0.93	0.9	0.41	0.02	0.05	0.94	0.85	True
GCF_012955545	4342	4304	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True
GCF_014103585	5300	5206	21	family	0.93	0.91	0.22	0.02	0.05	0.94	0.85	True
ERQ0251	5068	4941	172	family	0.94	0.91	0.59	0.03	0.06	0.94	0.86	False
GCF_013781965	5143	4947	4	genus	0.86	0.83	0.05	0.13	0.32	0.95	0.79	True
GCF_014856095	5239	5029	110	genus	0.85	0.82	0.24	0.12	0.27	0.95	0.78	True
ERQ0672	5810	5461	153	family	0.92	0.86	0.68	0.07	0.15	0.92	0.8	False
GCF_011030315	5302	5219	160	genus	0.88	0.86	0.35	0.15	0.38	0.94	0.82	True
GCF_002211705	5431	5234	3	genus	0.87	0.83	0.04	0.12	0.28	0.95	0.79	True
GCF_000937455	5567	5393	16	family	0.96	0.93	0.51	0.05	0.11	0.94	0.88	False
ERQ0169	4905	4828	97	genus	0.85	0.83	0.14	0.07	0.14	0.95	0.79	True
SD_9_C7	4533	4487	33	genus	0.89	0.88	0.09	0.04	0.09	0.95	0.84	True
GCF_016505185	4500	4450	18	genus	0.89	0.88	0.03	0.03	0.06	0.98	0.86	True
GCF_014105665	4755	4697	66	genus	0.88	0.87	0.15	0.09	0.2	0.95	0.83	True
GCF_000398825	4553	4498	4	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_000155975	4723	4642	10	genus	0.87	0.86	0.06	0.06	0.13	0.96	0.82	True
GCF_019265365	4081	3995	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_016504725	5045	4966	32	family	0.94	0.92	0.51	0.03	0.05	0.95	0.88	False
GCF_005280815	4862	4772	263	family	0.94	0.93	1.0	0.03	0.05	0.96	0.89	False
DB_3_D1	5793	5517	500	family	0.93	0.89	0.74	0.06	0.12	0.93	0.83	False
GCF_013737455	5618	5394	7	family	0.93	0.89	0.15	0.03	0.05	0.93	0.83	True
SG18_109_2_S19	4667	4571	31	genus	0.87	0.85	0.07	0.05	0.11	0.95	0.8	True
GCF_000238735	4845	4789	11	genus	0.89	0.88	0.05	0.08	0.18	0.95	0.84	True
GCF_018439905	4796	4710	362	genus	0.87	0.86	0.28	0.07	0.16	0.96	0.82	True
GCF_016503695	4633	4581	54	genus	0.89	0.88	0.13	0.08	0.17	0.95	0.84	True
GCF_001034445	4896	4815	10	genus	0.86	0.84	0.07	0.09	0.21	0.95	0.8	True
GCF_019659885	5331	5223	111	family	0.96	0.94	0.45	0.05	0.1	0.93	0.87	True
GCF_013345705	4980	4869	6	genus	0.85	0.83	0.01	0.06	0.13	0.95	0.79	True
GCF_013751895	4780	4725	2	genus	0.88	0.87	0.01	0.09	0.2	0.95	0.83	True
GCF_008364645	4528	4492	51	genus	0.9	0.9	0.14	0.05	0.11	0.96	0.86	True
GCF_011392435	4842	4702	113	family	0.94	0.91	0.53	0.03	0.06	0.93	0.85	False
GCF_019048805	5272	5126	2	genus	0.8	0.78	0.01	0.06	0.13	0.94	0.73	True
GCF_017154235	4468	4414	56	genus	0.89	0.88	0.1	0.05	0.11	0.96	0.84	True
GCF_001412855	5107	4979	143	genus	0.84	0.82	0.23	0.07	0.16	0.95	0.78	True
GCF_004327835	5229	5026	197	genus	0.83	0.8	0.35	0.08	0.18	0.95	0.76	True
GCF_014856035	4930	4841	101	genus	0.88	0.86	0.21	0.11	0.26	0.95	0.82	True
GCF_011022025	5012	4852	3	genus	0.82	0.79	0.06	0.06	0.12	0.95	0.75	True
GCF_015356435	4509	4457	4	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
ERQ0199	5177	4971	178	genus	0.81	0.78	0.33	0.06	0.14	0.95	0.75	True
GCF_016501105	4353	4325	16	species	0.85	0.84	0.05	0.03	0.05	0.99	0.83	True
GCF_018423015	5098	4914	98	genus	0.85	0.82	0.18	0.08	0.18	0.95	0.78	True
GCF_001412875	5110	4987	143	genus	0.84	0.82	0.23	0.07	0.16	0.95	0.78	True
GCF_016501565	4439	4358	23	genus	0.88	0.87	0.04	0.06	0.12	0.95	0.82	True
GCF_014337335	5305	5174	4	family	0.95	0.92	0.33	0.03	0.05	0.93	0.86	True
GCF_004569315	4491	4452	24	species	0.83	0.82	0.03	0.03	0.06	0.99	0.81	True
GCF_001880825	5335	5209	201	family	0.93	0.91	0.8	0.03	0.06	0.94	0.86	False
GCF_001317135	5461	5244	226	family	0.92	0.89	0.63	0.03	0.07	0.94	0.83	False
GCF_016501545	4427	4361	20	genus	0.87	0.86	0.03	0.03	0.06	0.95	0.82	True
GCF_014802965	5450	5217	118	family	0.92	0.88	0.42	0.02	0.05	0.94	0.83	True
GCF_010231475	4988	4817	155	family	0.93	0.89	0.36	0.06	0.13	0.88	0.79	True
GCF_014332855	5038	4916	49	genus	0.83	0.81	0.11	0.08	0.17	0.95	0.77	True
GCF_902706235	5012	4908	110	family	0.94	0.93	0.26	0.08	0.16	0.85	0.79	True
GCF_016503825	4774	4700	45	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.95	True
GCF_019656355	4734	4678	86	genus	0.9	0.89	0.13	0.06	0.13	0.95	0.85	True
GCF_008364725	4672	4613	44	genus	0.87	0.86	0.07	0.06	0.13	0.96	0.82	True
GCF_008364895	5112	4985	107	genus	0.86	0.83	0.42	0.12	0.29	0.94	0.79	True
GCF_009649935	4801	4711	3	genus	0.83	0.82	0.01	0.04	0.09	0.96	0.78	True
GCF_016504745	4470	4428	29	genus	0.89	0.88	0.08	0.03	0.06	0.99	0.87	True
GCF_021496985	4706	4647	5	genus	0.9	0.89	0.01	0.08	0.19	0.95	0.85	True
GCF_019585185	5073	4969	167	family	0.95	0.93	0.51	0.02	0.05	0.94	0.87	False
GCF_016502285	4649	4559	34	genus	0.88	0.86	0.08	0.06	0.12	0.95	0.82	True
GCF_008502135	4959	4902	60	genus	0.86	0.85	0.16	0.09	0.21	0.95	0.81	True
GCF_004004965	5815	5573	393	family	0.93	0.89	0.58	0.02	0.05	0.92	0.82	False
GCF_016893885	4207	4130	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.99	0.97	True
GCF_016500565	4586	4541	24	species	0.83	0.82	0.11	0.05	0.12	0.99	0.81	True
GCF_008693605	4525	4476	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_016503735	4590	4513	40	genus	0.86	0.85	0.04	0.03	0.06	0.96	0.81	True
GCF_902160915	4658	4594	56	genus	0.86	0.85	0.11	0.06	0.12	0.95	0.81	True
GCF_010592375	7104	6840	1787	order	0.94	0.91	0.99	0.12	0.27	0.93	0.84	False
GCF_021278985	5062	4990	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_019731585	4818	4776	46	species	0.86	0.86	0.11	0.04	0.09	0.99	0.85	True
GCF_002025225	4848	4695	2	kingdom	1.0	0.97	0.0	0.0	0.0	0.95	0.92	True
GCF_000398845	4944	4870	12	genus	0.86	0.84	0.04	0.08	0.19	0.95	0.8	True
GCF_008364705	5185	5091	56	genus	0.85	0.83	0.39	0.11	0.25	0.94	0.78	True
GCF_016501675	4221	4205	18	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_001413315	5117	4993	163	genus	0.84	0.82	0.24	0.07	0.15	0.95	0.78	True
GCF_013336945	5554	5391	12	family	0.94	0.91	0.5	0.06	0.13	0.93	0.85	False
GCF_015167655	4967	4896	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
SG18_42_S4	4680	4601	32	genus	0.89	0.87	0.1	0.07	0.16	0.95	0.82	True
GCF_013336995	5084	4993	22	family	0.94	0.92	0.83	0.03	0.07	0.94	0.87	False
GCF_019655495	4986	4901	171	family	0.93	0.91	0.87	0.02	0.05	0.94	0.86	False
GCF_001880945	5398	5261	202	genus	0.82	0.8	0.4	0.11	0.25	0.94	0.76	True
GCF_014803165	5420	5212	223	family	0.93	0.9	0.52	0.02	0.05	0.94	0.84	False
GCF_002185305	4734	4683	37	genus	0.91	0.9	0.09	0.02	0.05	0.98	0.89	True
GCF_013751655	4747	4698	2	genus	0.87	0.86	0.01	0.07	0.16	0.95	0.82	True
GCF_013790265	4720	4668	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_001062165	4633	4572	87	genus	0.87	0.86	0.08	0.03	0.06	0.96	0.82	True
GCF_013828645	4363	4310	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.92	0.91	True
GCF_002919495	5133	5013	22	family	0.93	0.91	0.13	0.03	0.05	0.89	0.81	True
GCF_018444815	5430	5295	200	genus	0.86	0.84	0.37	0.15	0.38	0.94	0.79	True
GCF_013731955	4621	4572	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_016503295	4636	4585	29	genus	0.89	0.88	0.09	0.06	0.12	0.98	0.86	True
GCF_000731055	5025	4943	107	genus	0.86	0.84	0.73	0.03	0.06	0.98	0.83	False
GCF_001059255	5246	5061	299	genus	0.83	0.8	0.33	0.07	0.15	0.95	0.76	True
GCF_001037575	5009	4913	6	genus	0.87	0.85	0.23	0.1	0.22	0.95	0.81	True
GCF_015554155	4720	4654	22	species	0.76	0.75	0.01	0.09	0.2	0.96	0.72	True
