name	scheme	ST	allele1	allele2	allele3	allele4	allele5	allele6	allele7	ST_new	bacsort_species	match	collection	Int_Ext	biosample	Source	Country	Date	strain	Flag	Source_img
GCF_016500885	cfreundii	-	aspC(28)	clpX(12)	fadD(~182)	mdh(15)	arcA(5)	dnaG(22)	lysP(11)	placeholder_ST31	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340015	Human	USA	2019	CB00177	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_005281165	cfreundii	-	aspC(148)	clpX(38)	fadD(158)	mdh(41)	arcA(29)	dnaG(156)	lysP(88)	placeholder_ST32	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN11369624	"NA"	Poland	"NA"	wls621	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/poland.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016502045	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13621915	Human	USA	2018	CB00131	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_005281155	cfreundii	-	aspC(45)	clpX(22)	fadD(168)	mdh(40)	arcA(63)	dnaG(150)	lysP(~128)	placeholder_ST33	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN11369621	"NA"	Poland	"NA"	wls618	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/poland.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_009876795	cfreundii	-	aspC(137)	clpX(152)	fadD(215)	mdh(~177)	arcA(~75)	dnaG(-)	lysP(~146)	placeholder_ST34	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945276	Human	USA	2015	BIOML-A5	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_003015305	cfreundii	-	aspC(158)	clpX(12)	fadD(~147)	mdh(6)	arcA(7)	dnaG(22)	lysP(11)	placeholder_ST35	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN08426773	Mammalian	Germany	2017	236-17-2	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	Mammalian
GCF_002417525	cfreundii	-	aspC(10)	clpX(63)	fadD(17)	mdh(103)	arcA(5)	dnaG(22)	lysP(50)	placeholder_ST36	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06106877	Human	South Africa	2013	CF003	South Africa	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_011602505	cfreundii	-	aspC(~178)	clpX(~152)	fadD(214)	mdh(~178)	arcA(~75)	dnaG(-)	lysP(185)	placeholder_ST19	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN14352213	Environment	China	2015	Y3	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_015230995	cfreundii	-	aspC(~107)	clpX(~109)	fadD(~83)	mdh(65)	arcA(45)	dnaG(95)	lysP(~140)	placeholder_ST37	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN14347827	Environment	South Africa	2019	19RL1-4	South Africa	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_000277565	cfreundii	169	aspC(80)	clpX(10)	fadD(56)	mdh(13)	arcA(7)	dnaG(6)	lysP(61)	169	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02471426	Environment	Malaysia	"NA"	A1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/malaysia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_016500585	cfreundii	114	aspC(10)	clpX(12)	fadD(33)	mdh(6)	arcA(5)	dnaG(22)	lysP(5)	114	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340030	Human	USA	2019	CB00195	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_004801105	cfreundii	311	aspC(16)	clpX(121)	fadD(73)	mdh(12)	arcA(5)	dnaG(9)	lysP(11)	311	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN09204089	Human	United Kingdom	2016	P079F I	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_005960425	cfreundii	263	aspC(16)	clpX(30)	fadD(33)	mdh(28)	arcA(5)	dnaG(28)	lysP(74)	263	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_004023995	cfreundii	8	aspC(5)	clpX(5)	fadD(7)	mdh(6)	arcA(5)	dnaG(5)	lysP(5)	8	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN09289757	Environment	USA	2017	GEO_48_Eff_C	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_004801115	cfreundii	95	aspC(51)	clpX(53)	fadD(33)	mdh(15)	arcA(5)	dnaG(6)	lysP(5)	95	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN09204104	Human	United Kingdom	2016	P106E PI	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_010319905	cfreundii	-	aspC(9)	clpX(168)	fadD(84)	mdh(11)	arcA(96)	dnaG(83)	lysP(10)	placeholder_ST38	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMD00201481	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_002939255	cfreundii	-	aspC(42)	clpX(86)	fadD(94)	mdh(85)	arcA(29)	dnaG(69)	lysP(80)	placeholder_ST39	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN06234158	Plant	Bolivia	2013	CA-26	Bolivia	Plant
GCF_021417205	cfreundii	85	aspC(1)	clpX(47)	fadD(55)	mdh(45)	arcA(3)	dnaG(1)	lysP(44)	85	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN21237503	Human	China	2018	16G70	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016509215	cfreundii	31	aspC(24)	clpX(18)	fadD(27)	mdh(21)	arcA(11)	dnaG(20)	lysP(15)	31	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN10435565	Human	USA	2017	CB00021	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014855625	cfreundii	-	aspC(~137)	clpX(~152)	fadD(~215)	mdh(~136)	arcA(~115)	dnaG(-)	lysP(~187)	placeholder_ST40	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN12219571	Human	Germany	2014	CA13304	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014803025	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205299	Human	France	2018	179H4	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
ERQ0683	cfreundii	116	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(5)	116	Citrobacter freundii	99.45%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_016503845	cfreundii	91	aspC(48)	clpX(10)	fadD(14)	mdh(13)	arcA(32)	dnaG(6)	lysP(11)	91	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220309	Human	USA	2018	CB00104	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_000158355	cfreundii	-	aspC(59)	clpX(31)	fadD(~92)	mdh(75)	arcA(3)	dnaG(1)	lysP(44)	placeholder_ST41	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN02463699	Human	"NA"	"NA"	30_2	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016502215	cfreundii	240	aspC(13)	clpX(18)	fadD(126)	mdh(21)	arcA(11)	dnaG(94)	lysP(53)	240	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN10435574	Other	USA	2017	CB00030	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_013745755	cfreundii	-	aspC(~141)	clpX(~154)	fadD(~174)	mdh(~132)	arcA(71)	dnaG(~136)	lysP(144)	placeholder_ST42	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148688	Environment	United Kingdom	2017	RHBSTW-00714	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
ERQ0172	cfreundii	264	aspC(149)	clpX(160)	fadD(5)	mdh(146)	arcA(3)	dnaG(77)	lysP(6)	264	Citrobacter portucalensis	98.47%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_001055315	cfreundii	341	aspC(26)	clpX(12)	fadD(14)	mdh(6)	arcA(5)	dnaG(28)	lysP(11)	341	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03197734	Human	USA	"NA"	538_CKOS	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
SD_2_G2	cfreundii	-	aspC(~178)	clpX(~152)	fadD(215)	mdh(~177)	arcA(~115)	dnaG(-)	lysP(~185)	placeholder_ST43	Citrobacter amalonaticus	99.25%	Gull	Int	"NA"	Gull	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/gull.png
GCF_900446905	cfreundii	184	aspC(23)	clpX(20)	fadD(51)	mdh(18)	arcA(14)	dnaG(60)	lysP(100)	184	Citrobacter youngae	100.00%	RefSeq	Ext	SAMEA3714888	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
ERQ0682	cfreundii	116	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(5)	116	Citrobacter freundii	99.46%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_905219065	cfreundii	8	aspC(5)	clpX(5)	fadD(7)	mdh(6)	arcA(5)	dnaG(5)	lysP(5)	8	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA7853256	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013786145	cfreundii	185	aspC(26)	clpX(12)	fadD(62)	mdh(55)	arcA(5)	dnaG(9)	lysP(50)	185	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148568	Environment	United Kingdom	2017	RHBSTW-00310	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_002918495	cfreundii	-	aspC(148)	clpX(~135)	fadD(218)	mdh(40)	arcA(38)	dnaG(169)	lysP(~142)	placeholder_ST44	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN08395895	Plant	"NA"	"NA"	S1278	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	Plant
GCF_013798355	cfreundii	-	aspC(~141)	clpX(~154)	fadD(~174)	mdh(~132)	arcA(71)	dnaG(~136)	lysP(144)	placeholder_ST42	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148447	Environment	United Kingdom	2017	RHBSTW-00006	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_010119415	cfreundii	420	aspC(23)	clpX(172)	fadD(26)	mdh(155)	arcA(14)	dnaG(19)	lysP(19)	420	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN13927060	Environment	Ireland	2017	UL-CPE-01	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Ireland.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
ERQ0044	cfreundii	-	aspC(~77)	clpX(79)	fadD(88)	mdh(45)	arcA(2)	dnaG(45)	lysP(75)	placeholder_ST45	Citrobacter portucalensis	99.34%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_014803275	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205284	Human	France	2017	137i2	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_002918465	cfreundii	-	aspC(148)	clpX(~135)	fadD(218)	mdh(40)	arcA(38)	dnaG(169)	lysP(~142)	placeholder_ST44	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN08395900	Plant	"NA"	"NA"	S1283	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	Plant
GCF_018443005	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372014	Human	Germany	2018	Survcare092	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_018441725	cfreundii	-	aspC(116)	clpX(10)	fadD(35)	mdh(13)	arcA(7)	dnaG(6)	lysP(11)	placeholder_ST46	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372075	Human	Germany	2018	Survcare163	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_015730635	cfreundii	109	aspC(60)	clpX(44)	fadD(43)	mdh(57)	arcA(38)	dnaG(38)	lysP(55)	109	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN16274524	Bovine	China	2019	SZ6R	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_013815045	cfreundii	-	aspC(141)	clpX(~154)	fadD(~180)	mdh(~139)	arcA(71)	dnaG(~139)	lysP(~149)	placeholder_ST47	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148363	Bovine	United Kingdom	2017	RHB36-C06	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_019656375	cfreundii	497	aspC(103)	clpX(170)	fadD(162)	mdh(90)	arcA(89)	dnaG(170)	lysP(107)	497	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMD00323045	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_014103655	cfreundii	347	aspC(71)	clpX(34)	fadD(37)	mdh(63)	arcA(23)	dnaG(30)	lysP(66)	347	Citrobacter pasteurii	100.00%	RefSeq	Ext	SAMN15148559	Environment	United Kingdom	2017	RHBSTW-00271	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_003471655	cfreundii	232	aspC(59)	clpX(31)	fadD(92)	mdh(75)	arcA(3)	dnaG(1)	lysP(44)	232	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN09734850	Human	China	2013	AM17-37	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_005217825	cfreundii	98	aspC(54)	clpX(55)	fadD(60)	mdh(52)	arcA(7)	dnaG(6)	lysP(11)	98	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10976864	Human	USA	2016	2016WA-REV	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001317155	cfreundii	63	aspC(49)	clpX(50)	fadD(57)	mdh(47)	arcA(33)	dnaG(45)	lysP(16)	63	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN04011453	Human	South Africa	"NA"	953086287	South Africa	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013797615	cfreundii	-	aspC(61)	clpX(61)	fadD(168)	mdh(40)	arcA(30)	dnaG(38)	lysP(56)	placeholder_ST48	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148454	Environment	United Kingdom	2017	RHBSTW-00017	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_013826265	cfreundii	328	aspC(4)	clpX(4)	fadD(108)	mdh(7)	arcA(6)	dnaG(81)	lysP(59)	328	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148289	Bovine	United Kingdom	2017	RHB30-C04	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_014803265	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205287	Human	France	2017	149i8	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016505625	cfreundii	241	aspC(105)	clpX(108)	fadD(93)	mdh(81)	arcA(66)	dnaG(97)	lysP(109)	241	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10435547	Human	USA	2017	CB00002	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_015674715	cfreundii	-	aspC(158)	clpX(12)	fadD(~147)	mdh(6)	arcA(7)	dnaG(22)	lysP(11)	placeholder_ST35	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16304137	Swine	Canada	2017	Res13-Lact-EC02-01	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/canada.png	Swine
GCF_900449345	cfreundii	-	aspC(79)	clpX(140)	fadD(185)	mdh(~43)	arcA(38)	dnaG(~70)	lysP(42)	placeholder_ST49	Citrobacter braakii	100.00%	RefSeq	Ext	SAMEA3376910	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016505395	cfreundii	244	aspC(106)	clpX(44)	fadD(111)	mdh(40)	arcA(30)	dnaG(93)	lysP(94)	244	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10435566	Human	USA	2017	CB00022	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016505485	cfreundii	150	aspC(10)	clpX(12)	fadD(13)	mdh(10)	arcA(10)	dnaG(9)	lysP(11)	150	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435562	Human	USA	2017	CB00018	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_020099335	cfreundii	-	aspC(137)	clpX(152)	fadD(215)	mdh(~177)	arcA(75)	dnaG(-)	lysP(186)	placeholder_ST50	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN21218845	"NA"	Germany	"NA"	FDAARGOS_1489	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
ERQ0243	cfreundii	150	aspC(10)	clpX(12)	fadD(13)	mdh(10)	arcA(10)	dnaG(9)	lysP(11)	150	Citrobacter freundii	99.43%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_014103475	cfreundii	-	aspC(~148)	clpX(~52)	fadD(58)	mdh(119)	arcA(38)	dnaG(~125)	lysP(37)	placeholder_ST5	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_015230755	cfreundii	-	aspC(8)	clpX(7)	fadD(10)	mdh(8)	arcA(7)	dnaG(~6)	lysP(11)	placeholder_ST51	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14257460	Environment	South Africa	2018	8E1-5	South Africa	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_016504865	cfreundii	64	aspC(10)	clpX(51)	fadD(14)	mdh(15)	arcA(5)	dnaG(11)	lysP(11)	64	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435599	Human	USA	2017	CB00056	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_018106225	cfreundii	-	aspC(57)	clpX(60)	fadD(~54)	mdh(104)	arcA(11)	dnaG(~21)	lysP(~24)	placeholder_ST18	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11513638	Human	Malaysia	2015	CRE1173	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/malaysia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016859695	cfreundii	-	aspC(~150)	clpX(158)	fadD(50)	mdh(40)	arcA(38)	dnaG(~132)	lysP(~97)	placeholder_ST52	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN13156549	Environment	Portugal	2015	RWM.4	Portugal	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
