ID ST_new Cluster__autocolour bacsort_species match collection Int_Ext biosample Source Country Date strain Year_bin Source_simple
GCF_014856005 ST252 420 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12219999 Human Germany 2014 CF13479 2011-2015 Human
GCF_000936345 ST239^^ 576 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMEA3217999 Unknown Unknown NA NA Unknown Unknown
GCF_013336865 ST240^^ 705 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14082854 Human USA 2018 YDC849-1 2016-2020 Human
GCF_009648235 ST241^^ 706 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN13064481 Canine China 2018 MF19 2016-2020 "Mammal (other)"
GCF_016505095 ST242^^ 707 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_009721615 ST243^^ 708 "Citrobacter braakii" 100.00% RefSeq Ext SAMN12911130 Environment USA 2016 JL978 2016-2020 Environment
GCF_003665535 ST11 709 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07729551 Human USA 2013 UMH19 2011-2015 Human
GCF_009821535 ST244^^ 710 "Citrobacter cronae" 100.00% RefSeq Ext SAMN11928074 Avian Unknown NA JS97 Unknown Avian
GCF_013748235 ST150 470 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148631 Environment "United Kingdom" 2017 RHBSTW-00486 2016-2020 Environment
GCF_018066625 ST245^^ 711 "Citrobacter freundii" 100.00% RefSeq Ext SAMN18511094 Human USA 2018 2021EL-00123 2016-2020 Human
GCF_019048045 ST72^^ 207 "Citrobacter braakii" 100.00% RefSeq Ext SAMN16357564 Unknown Germany NA "FDAARGOS 1422" Unknown Unknown
GCF_905330765 ST112 713 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_013707835 ST95 714 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148518 Environment "United Kingdom" 2017 RHBSTW-00153 2016-2020 Environment
GCF_000809165 ST183^^ 715 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN03273575 Human Singapore 2013 JT3 2011-2015 Human
GCF_018441785 ST22 15 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372072 Human Germany 2018 Survcare160 2016-2020 Human
GCF_000783995 ST66^^ 197 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN02934510 Human USA 2013 FDAARGOS_61 2011-2015 Human
GCF_018422725 ST105^^ 716 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17373017 Human Germany 2019 Survcare336 2016-2020 Human
GCF_016503885 ST22 717 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_001718055 ST150 718 "Citrobacter freundii" 100.00% RefSeq Ext SAMN05570461 Human "Sierra Leone" 2013 SL151 2011-2015 Human
GCF_018883525 ST187 719 "Citrobacter youngae" 100.00% RefSeq Ext SAMN18437209 Environment India 2019 "IITK SM2" 2016-2020 Environment
GCF_001413115 ST76^^ 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872772 Unknown USA 2011 "RU2 LB32" 2011-2015 Unknown
GCF_004004645 ST22 721 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644710 Environment France 2017 064C1 2016-2020 Environment
GCF_014103715 ST246^^ 722 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148553 Environment "United Kingdom" 2017 RHBSTW-00231 2016-2020 Environment
GCF_000208765 ST33^^ 723 "Citrobacter braakii" 100.00% RefSeq Ext SAMEA2272125 Unknown Unknown NA NA Unknown Unknown
GCF_013336955 ST9 724 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN14082849 Human USA 2013 YDC645 2011-2015 Human
GCF_014103885 ST91 725 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148535 Environment "United Kingdom" 2017 RHBSTW-00199 2016-2020 Environment
GCF_018066575 ST22 42 "Citrobacter freundii" 100.00% RefSeq Ext SAMN18511095 Human USA 2019 2021EL-00124 2016-2020 Human
GCF_013814485 ST247^^ 726 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148369 Bovine "United Kingdom" 2017 RHB36-C18 2016-2020 Swine/Bovine
GCF_002786865 ST427 727 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN07944242 Human "South Korea" 2015 CRCB-101 2011-2015 Human
GCF_019382635 ST218 728 "Citrobacter youngae" 100.00% RefSeq Ext SAMN17843179 Other Thailand 2019 Colony219 2016-2020 Other
GCF_015674725 ST35^^ 140 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16304138 Swine Canada 2017 Res13-Lact-EC05-01 2016-2020 Swine/Bovine
ERQ0677 ST218^^ 638 "Citrobacter braakii" 99.25% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_002934585 ST248^^ 729 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN06040393 Unknown USA 2016 CFNIH10 2016-2020 Unknown
GCF_018439765 ST98 730 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371802 Human Germany 2016 NRZ-31131 2016-2020 Human
GCF_013739755 ST165^^ 732 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148654 Environment "United Kingdom" 2017 RHBSTW-00570 2016-2020 Environment
GCF_016507745 ST114 733 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435611 Human USA 2018 CB00069 2016-2020 Human
GCF_003938795 ST249^^ 734 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN10163198 Human USA 2014 FDAARGOS_490 2011-2015 Human
GCF_000786265 ST296 735 "Citrobacter braakii" 100.00% RefSeq Ext SAMN03025290 Bovine Canada 2013 GTA-CB01 2011-2015 Swine/Bovine
ERQ0046 ST250^^ 736 "Citrobacter freundii" 99.40% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_013785525 ST251^^ 737 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148603 Environment "United Kingdom" 2017 RHBSTW-00408 2016-2020 Environment
ERQ0192 ST166 188 "Citrobacter portucalensis" 99.31% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
ERQ0241 ST481 738 "Citrobacter freundii" 99.30% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_013738915 ST110 739 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_011030295 ST91 740 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14120186 Human Lebanon 2018 CFM_67 2016-2020 Human
GCF_002903305 ST166 741 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN04287052 Unknown USA 2015 CFNIH9 2011-2015 Unknown
GCF_001058675 ST233^^ 742 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03198081 Human USA NA 874_CKOS Unknown Human
GCF_004005085 ST62 743 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644675 Human France 2017 102B9 2016-2020 Human
GCF_000734905 ST92^^ 255 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02742758 Environment Netherlands NA "ATCC 8090" Unknown Environment
GCF_013783065 ST252^^ 744 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148762 Environment "United Kingdom" 2017 RHBSTW-00986 2016-2020 Environment
GCF_001482545 ST65 745 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_021440705 ST64 746 "Citrobacter freundii" 100.00% RefSeq Ext SAMN24244975 Fish Portugal 2018 INSAq43 2016-2020 Fish/Reptile
GCF_001412815 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872792 Unknown USA 2013 "RU2 BHI16" 2011-2015 Unknown
GCF_016504355 ST19 747 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435617 Human USA 2018 CB00075 2016-2020 Human
GCF_019659965 ST253^^ 748 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN20568202 Human China 2015 CF-15-2-165 2011-2015 Human
GCF_016501455 ST116 557 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16340003 Human USA 2019 CB00161 2016-2020 Human
GCF_006965505 ST254^^ 749 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN11653541 Human Switzerland 2019 133355-SW-C4-Cam 2016-2020 Human
GCF_002252125 ST415 651 "Citrobacter freundii" 100.00% RefSeq Ext SAMN06820767 Environment China 2016 c196 2016-2020 Environment
GCF_016502155 ST108 750 "Citrobacter cronae" 100.00% RefSeq Ext SAMN10435587 Human USA 2017 CB00043 2016-2020 Human
GCF_001880915 ST396 751 "Citrobacter freundii" 100.00% RefSeq Ext SAMN05447777 Human Spain 2014 CF_15_ST_94 2011-2015 Human
GCF_013336965 ST102 752 "Citrobacter cronae" 100.00% RefSeq Ext SAMN14082851 Human USA 2014 YDC667-1 2011-2015 Human
GCF_002151695 ST239^^ 753 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN04521900 Human USA 2015 MGH151 2011-2015 Human
GCF_007004285 ST87 754 "Citrobacter youngae" 100.00% RefSeq Ext SAMN12219522 Human Portugal 2017 INSACf32145 2016-2020 Human
GCF_016502205 ST240 104 "Citrobacter cronae" 100.00% RefSeq Ext SAMN10435573 Other USA 2017 CB00029 2016-2020 Other
GCF_021417185 ST255^^ 756 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN21237504 Human China 2018 16F57 2016-2020 Human
GCF_016505545 ST245 757 "Citrobacter youngae" 100.00% RefSeq Ext SAMN10435555 Human USA 2017 CB00010 2016-2020 Human
GCF_020639355 ST22 10 "Citrobacter freundii" 100.00% RefSeq Ext SAMN21601015 Human China 2020 DY2007 2016-2020 Human
GCF_013728515 ST126^^ 758 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_014101305 ST256^^ 759 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148587 Environment "United Kingdom" 2017 RHBSTW-00349 2016-2020 Environment
GCF_019800325 ST295 760 "Citrobacter braakii" 100.00% RefSeq Ext SAMN12349709 Human Germany NA KE3367 Unknown Human
GCF_003795375 ST66^^ 761 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN08290423 Human Bolivia 2016 67A 2016-2020 Human
GCF_008931505 ST8 762 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12289346 Environment Australia 2012 E33 2011-2015 Environment
GCF_019660705 ST17 412 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN20568175 Human China 2015 CF-15-2-98 2011-2015 Human
GCF_900446835 ST57 763 "Citrobacter youngae" 100.00% RefSeq Ext SAMEA101161918 Unknown Unknown NA NA Unknown Unknown
GCF_016894065 ST257^^ 764 "Citrobacter cronae" 100.00% RefSeq Ext SAMN17824637 Other Thailand NA Colony458 Unknown Other
GCF_901456305 ST62 170 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA5578845 Unknown Unknown NA NA Unknown Unknown
GCF_901456265 ST21 14 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMEA5578862 Unknown Unknown NA NA Unknown Unknown
GCF_013791465 ST78^^ 766 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148501 Environment "United Kingdom" 2017 RHBSTW-00127 2016-2020 Environment
GCF_009664025 ST169 154 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_018438625 ST18 491 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371858 Human Germany 2018 NRZ-45233 2016-2020 Human
GCF_016503905 ST98 767 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220303 Human USA 2018 CB00096 2016-2020 Human
GCF_013791615 ST111 768 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148500 Environment "United Kingdom" 2017 RHBSTW-00126 2016-2020 Environment
GCF_000312465 ST92^^ 255 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02469678 Environment USA NA "MTCC 1658" Unknown Environment
GCF_004792475 ST258^^ 769 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN11268911 Environment "United Kingdom" 2016 Upstream_1 2016-2020 Environment
GCF_000739675 ST259^^ 770 "Citrobacter murliniae" 100.00% RefSeq Ext SAMD00000559 Unknown Unknown NA NA Unknown Unknown
GCF_004331445 ST260^^ 771 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10437855 Other Canada 2010 HH10 1983-2010 Other
GCF_015356495 ST64 773 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16125009 Environment Unknown 2019 CPE1 2016-2020 Environment
GCF_014725915 ST22 281 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11505996 Human Canada 2016 N16-03880 2016-2020 Human
GCF_018446915 ST112 774 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372130 Human Germany 2019 Survcare239 2016-2020 Human
GCF_006937845 ST116 776 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11232674 Human Estonia 2012 EELTKB284 2011-2015 Human
GCF_013732395 ST5^^ 13 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_013336855 ST114 90 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14082856 Human USA 2019 YDC880 2016-2020 Human
GCF_002864025 ST185 303 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07974440 Human USA NA YDC692-2 Unknown Human
GCF_013336845 ST24^^ 65 "Citrobacter youngae" 100.00% RefSeq Ext SAMN14082852 Human USA 2015 YDC693 2011-2015 Human
GCF_016507845 ST261^^ 779 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN10435558 Human USA 2017 CB00013 2016-2020 Human
GCF_004146055 ST22 640 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10847473 Human France 2016 ICR003215 2016-2020 Human
GCF_001306025 ST18 304 "Citrobacter freundii" 100.00% RefSeq Ext SAMN04038590 Other China 2014 ST1 2011-2015 Other
GCF_014856085 ST98 730 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12219997 Human Germany 2014 CF13141 2011-2015 Human
GCF_013784065 ST88 782 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148660 Environment "United Kingdom" 2017 RHBSTW-00599 2016-2020 Environment
GCF_013899365 ST262^^ 783 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148085 Bovine "United Kingdom" 2017 RHB12-C19 2016-2020 Swine/Bovine
GCF_016859885 ST17^^ 31 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_014596815 ST263^^ 784 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15963937 Other Germany 2015 C13 2011-2015 Other
GCF_018107785 ST22 785 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11513634 Human Malaysia 2013 CRE530 2011-2015 Human
GCF_005280955 ST32 558 "Citrobacter cronae" 100.00% RefSeq Ext SAMN11369635 Unknown Poland NA wls717 Unknown Unknown
GCF_015668035 ST264^^ 786 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15532624 Human USA 2017 1001311H_170123_F2 2016-2020 Human
GCF_014104105 ST265^^ 787 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148494 Environment "United Kingdom" 2017 RHBSTW-00116 2016-2020 Environment
GCF_015208815 ST266^^ 789 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12706440 Human "South Africa" 2019 H2730R 2016-2020 Human
GCF_900079995 ST267^^ 790 "Citrobacter europaeus" 100.00% RefSeq Ext SAMEA3935942 Unknown Unknown NA NA Unknown Unknown
GCF_015353115 ST58^^ 793 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN16667806 Human China 2013 CA71 2011-2015 Human
GCF_013748855 ST519 794 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148618 Environment "United Kingdom" 2017 RHBSTW-00449 2016-2020 Environment
GCF_003937345 ST268^^ 795 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN10249196 Environment Pakistan 2016 CF_324 2016-2020 Environment
GCF_012952645 ST356 324 "Citrobacter braakii" 100.00% RefSeq Ext SAMN14265977 Human USA 2017 CB00017 2016-2020 Human
GCF_016503955 ST91 102 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220302 Human USA 2018 CB00095 2016-2020 Human
GCF_001276125 ST239^^ 796 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN03982941 Fish Malaysia 2014 YG8 2011-2015 Fish/Reptile
ERQ0162 ST110 25 "Citrobacter braakii" 99.68% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_014802925 ST22 100 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205305 Human France 2018 179I3 2016-2020 Human
GCF_900169695 ST78^^ 468 "Citrobacter braakii" 100.00% RefSeq Ext SAMEA103915301 Unknown Unknown NA NA Unknown Unknown
GCF_005280935 ST269^^ 799 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN11369637 Unknown Poland NA wls757 Unknown Unknown
GCF_021503935 ST270^^ 800 "Citrobacter braakii" 100.00% RefSeq Ext SAMN22551378 Environment Switzerland 2020 MV-r1-SK3-O 2016-2020 Environment
GCF_018443315 ST256 801 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372001 Human Germany 2016 Survcare080 2016-2020 Human
GCF_018279205 ST271^^ 802 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN13907872 Unknown "South Korea" NA PNUCL1 Unknown Unknown
GCF_016500715 ST272^^ 803 "Citrobacter youngae" 100.00% RefSeq Ext SAMN16340027 Human USA 2019 CB00192 2016-2020 Human
GCF_004103775 ST412 575 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10754625 Environment China 2017 R17 2016-2020 Environment
GCF_016893845 ST273^^ 804 "Citrobacter cronae" 100.00% RefSeq Ext SAMN17824652 Other Thailand 2019 Colony241 2016-2020 Other
GCF_013360255 ST150 805 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_902363265 ST274^^ 806 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA5849609 Unknown Unknown NA NA Unknown Unknown
GCF_013389635 ST275^^ 807 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
SG18_227_S53 ST276^^ 808 "Citrobacter youngae" 99.59% Gull Int NA Gull Australia 2018 NA 2016-2020 Gull
GCF_002073755 ST277^^ 809 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN04875579 Human USA 2014 FDAARGOS_253 2011-2015 Human
SG18_138_2_S33 ST183 350 "Citrobacter youngae" 99.67% Gull Int NA Gull Australia 2018 NA 2016-2020 Gull
GCF_015667445 ST145^^ 811 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN15532554 Human USA 2017 1001311H_170123_A7 2016-2020 Human
GCF_004005575 ST22 463 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644679 Human France 2017 106F2 2016-2020 Human
GCF_013781945 ST105^^ 812 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148769 Environment "United Kingdom" 2017 RHBSTW-01044 2016-2020 Environment
GCF_003019835 ST11 813 "Citrobacter freundii" 100.00% RefSeq Ext SAMN08631944 Human Malaysia 2014 B9-C2 2011-2015 Human
GCF_003571565 ST278^^ 814 "Citrobacter freundii" 100.00% RefSeq Ext SAMN04014957 Unknown Unknown NA NA Unknown Unknown
GCF_001586835 ST519 815 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03455927 Human USA 2014 AATXQ 2011-2015 Human
GCF_001058505 ST279^^ 816 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03198018 Human USA NA 804_CKOS Unknown Human
GCF_014104015 ST194^^ 817 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148513 Environment "United Kingdom" 2017 RHBSTW-00142 2016-2020 Environment
GCF_016500665 ST280^^ 818 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN16340029 Human USA 2019 CB00194 2016-2020 Human
GCF_009856695 ST281^^ 819 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN13669122 Plant China 2015 LDL3-3 2011-2015 Plant
GCF_002918865 ST22 525 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03455999 Unknown USA 2015 CFNIH8 2011-2015 Unknown
GCF_003114935 ST109 820 "Citrobacter braakii" 100.00% RefSeq Ext SAMD00112928 Unknown Unknown NA NA Unknown Unknown
GCF_006385635 ST162 821 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11388517 Human China 2018 CF971 2016-2020 Human
GCF_013727455 ST14^^ 28 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148736 Environment "United Kingdom" 2017 RHBSTW-00902 2016-2020 Environment
GCF_013740875 ST184^^ 499 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148615 Environment "United Kingdom" 2017 RHBSTW-00444 2016-2020 Environment
GCF_002918875 ST11 822 "Citrobacter freundii" 100.00% RefSeq Ext SAMN06040422 Unknown USA 2016 CFNIH12 2016-2020 Unknown
GCF_017151445 ST64 823 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15659126 Environment China 2018 TS3W 2016-2020 Environment
GCF_016505325 ST98 824 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435570 Other USA 2017 CB00026 2016-2020 Other
GCF_001413335 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872798 Unknown USA 2013 "RU2 BHI22" 2011-2015 Unknown
GCF_017353275 ST64 825 "Citrobacter freundii" 100.00% RefSeq Ext SAMN18203675 Unknown Denmark 2019 MM2021_8 2016-2020 Unknown
GCF_001316675 ST62 826 "Citrobacter freundii" 100.00% RefSeq Ext SAMN04011435 Human "South Africa" 2013 ST62:944112508 2011-2015 Human
GCF_016505585 ST239 827 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435552 Human USA 2017 CB00007 2016-2020 Human
GCF_021441345 ST169 828 "Citrobacter freundii" 100.00% RefSeq Ext SAMN24245011 Mollusc Portugal 2019 INSAq237 2016-2020 Invertebrate
GCF_016505195 ST282^^ 831 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN10435578 Human USA 2017 CB00034 2016-2020 Human
GCF_000521945 ST3 832 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN02356612 Human USA NA "UCI 32" Unknown Human
GCF_015910405 ST283^^ 833 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN13747506 Human Canada 2015 Cfr-13 2011-2015 Human
GCF_002919825 ST257 834 "Citrobacter freundii" 100.00% RefSeq Ext SAMN06040405 Unknown USA 2016 CFNIH11 2016-2020 Unknown
GCF_018917665 ST284^^ 835 "Citrobacter cronae" 100.00% RefSeq Ext SAMN19374038 Mammalian China 2019 N91 2016-2020 "Mammal (other)"
GCF_011030065 ST415 837 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14120105 Human Lebanon 2016 CFM_17 2016-2020 Human
GCF_021417245 ST116 838 "Citrobacter freundii" 100.00% RefSeq Ext SAMN21237500 Human China 2018 17G14 2016-2020 Human
GCF_017086505 ST505 839 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13140889 Plant Switzerland 2019 zone4 2016-2020 Plant
GCF_021440885 ST416 845 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN24245035 Other Portugal 2019 INSAq424 2016-2020 Other
GCF_000786275 ST285^^ 846 "Citrobacter braakii" 100.00% RefSeq Ext SAMN03025291 Bovine Canada 2013 GTA-CB04 2011-2015 Swine/Bovine
GCF_000972645 ST286^^ 847 "Citrobacter braakii" 100.00% RefSeq Ext SAMN03437259 Bovine Canada 2014 GTA-817-RBA-P2 2011-2015 Swine/Bovine
GCF_013267145 ST525 848 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN11056353 Human USA NA FDAARGOS_638 Unknown Human
GCF_009876825 ST34^^ 84 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN11945277 Human USA 2015 BIOML-A6 2011-2015 Human
GCF_001413165 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872774 Unknown USA 2011 "RU2 LB34" 2011-2015 Unknown
GCF_013729995 ST17 431 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15148718 Environment "United Kingdom" 2017 RHBSTW-00858 2016-2020 Environment
GCF_001067775 ST115^^ 302 "Citrobacter braakii" 100.00% RefSeq Ext SAMN03198201 Human USA NA 980_SSON Unknown Human
GCF_014803145 ST22 849 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205294 Human France 2018 164F4 2016-2020 Human
GCF_900636015 ST13^^ 850 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMEA3368333 Unknown Unknown NA NA Unknown Unknown
GCF_014103835 ST162 851 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148537 Environment "United Kingdom" 2017 RHBSTW-00201 2016-2020 Environment
GCF_009907085 ST104 853 "Citrobacter cronae" 100.00% RefSeq Ext SAMN13830004 Human Nigeria 2015 2580 2011-2015 Human
GCF_016503505 ST240^^ 705 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220320 Human USA 2018 CB00115 2016-2020 Human
GCF_012102405 ST287^^ 854 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN14470508 Bovine Brazil 2019 UFMG-H9 2016-2020 Swine/Bovine
GCF_902160995 ST154^^ 411 "Citrobacter braakii" 100.00% RefSeq Ext SAMEA104567601 Unknown Unknown NA NA Unknown Unknown
GCF_019270275 ST105^^ 276 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824627 Other Thailand NA Colony366 Unknown Other
GCF_014855985 ST252 420 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12220003 Environment Germany 2014 CF16680 2011-2015 Environment
GCF_002919425 ST44^^ 115 "Citrobacter braakii" 100.00% RefSeq Ext SAMN08395899 Plant Unknown NA S1282 Unknown Plant
GCF_016503225 ST114 856 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13621909 Human USA 2018 CB00125 2016-2020 Human
GCF_013615435 ST209^^ 857 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148751 Environment "United Kingdom" 2017 RHBSTW-00944 2016-2020 Environment
GCF_008931485 ST8 762 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12289284 Human Australia 2014 C50 2011-2015 Human
GCF_016504925 ST251 859 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435593 Human USA 2017 CB00049 2016-2020 Human
GCF_013786205 ST288^^ 860 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148556 Environment "United Kingdom" 2017 RHBSTW-00267 2016-2020 Environment
GCF_002738435 ST139 861 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07736518 Human China 2014 CWH001 2011-2015 Human
GCF_013781985 ST71^^ 862 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148767 Environment "United Kingdom" 2017 RHBSTW-01013 2016-2020 Environment
GCF_019655655 ST181^^ 863 "Citrobacter braakii" 100.00% RefSeq Ext SAMD00298538 Unknown Unknown NA NA Unknown Unknown
ERQ0572 ST67^^ 864 "Citrobacter braakii" 99.43% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_018441435 ST19 865 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372097 Human Germany 2018 Survcare188 2016-2020 Human
GCF_001276105 ST239^^ 796 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN03982883 Fish Malaysia 2014 YG6 2011-2015 Fish/Reptile
GCF_012955545 ST169 868 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14653284 Human Kazakhstan 2019 "SCAID PHRX1-2019" 2016-2020 Human
