snp-dists 0.6.3,DB_3_D1,DB_3_F10,ERQ0043,ERQ0044,ERQ0045,ERQ0152,ERQ0154,ERQ0155,ERQ0156,ERQ0159,ERQ0160,ERQ0161,ERQ0162,ERQ0165,ERQ0169,ERQ0173,ERQ0186,ERQ0189,ERQ0192,ERQ0199,ERQ0200,ERQ0211,ERQ0212,ERQ0213,ERQ0216,ERQ0217,ERQ0222,ERQ0224,ERQ0225,ERQ0227,ERQ0230,ERQ0233,ERQ0241,ERQ0243,ERQ0246,ERQ0250,ERQ0251,ERQ0255,ERQ0259,ERQ0278,ERQ0310,ERQ0572,ERQ0672,ERQ0678,ERQ0681,ERQ0682,ERQ0685,ERQ0689,GCF_000018045,GCF_000155975,GCF_000158355,GCF_000238735,GCF_000342325,GCF_000388155,GCF_000521945,GCF_000521965,GCF_000582615,GCF_000692115,GCF_000731055,GCF_000734905,GCF_000764735,GCF_000783445,GCF_000783755,GCF_000783995,GCF_000786265,GCF_000786275,GCF_000826205,GCF_000835925,GCF_000937455,GCF_000937505,GCF_000972645,GCF_000981805,GCF_000982845,GCF_001022155,GCF_001022275,GCF_001276105,GCF_001276125,GCF_001281005,GCF_001471655,GCF_001546285,GCF_001546305,GCF_001552875,GCF_001558935,GCF_001559075,GCF_001718055,GCF_002042885,GCF_002073755,GCF_002114305,GCF_002151695,GCF_002185305,GCF_002208845,GCF_002208985,GCF_002786865,GCF_002796485,GCF_002796505,GCF_002843195,GCF_002863965,GCF_002871775,GCF_002880615,GCF_002903215,GCF_002903305,GCF_002918455,GCF_002918465,GCF_002918495,GCF_002918505,GCF_002918555,GCF_002918575,GCF_002918835,GCF_002918855,GCF_002918865,GCF_002918875,GCF_002918935,GCF_002919425,GCF_002919455,GCF_002919485,GCF_002919795,GCF_002919825,GCF_002923765,GCF_002934505,GCF_002939255,GCF_002946635,GCF_002947035,GCF_002947675,GCF_003015305,GCF_003019835,GCF_003175795,GCF_003184045,GCF_003226155,GCF_003255895,GCF_003665535,GCF_003665595,GCF_003665615,GCF_003665635,GCF_003665655,GCF_004322975,GCF_005280805,GCF_005280825,GCF_005280855,GCF_005280875,GCF_005280915,GCF_005280935,GCF_005280955,GCF_005280975,GCF_005281015,GCF_005281025,GCF_005281055,GCF_005281115,GCF_005281125,GCF_005281155,GCF_005281165,GCF_005281175,GCF_005281195,GCF_005281245,GCF_005281255,GCF_005281325,GCF_005281355,GCF_005406305,GCF_008931685,GCF_014332945,GCF_014333035,GCF_900079995,GCF_900080005,GCF_902387635,SD_2_G2,SD_5_A12,SD_5_D4,SD_9_A7,SD_9_B7,SD_9_C7,SD_9_H6,SG18_100_2_S18,SG18_109_2_S19,SG18_138_1_S32,SG18_138_2_S33,SG18_223_S110,SG18_227_S53,SG18_229_S54,SG18_265_S115,SG18_42_S4,SG18_8_S1
GCF_002880615,2841,2837,2856,2827,2856,2832,2832,2861,2833,2862,2828,2843,2862,2861,2865,2840,2840,2832,2828,2862,2840,2862,2836,2862,2862,2862,2828,2862,2841,2842,2834,2843,2841,2832,2862,2842,2861,2832,2849,2832,2833,2870,2869,2841,2841,2842,2841,2841,2542,2808,2823,2820,2850,2835,2822,2838,2857,2839,656,2857,1165,2561,2839,2846,2858,2876,2907,2533,2842,2836,2868,1152,2831,2842,2842,643,643,2825,642,2845,2562,2562,650,147,2832,2823,2841,2860,644,2851,2856,2563,2842,2820,2838,2841,2561,2843,0,2861,2828,2869,2869,2869,2815,2635,2870,2841,2841,2842,2854,2635,2869,2869,2869,2861,2849,2864,2841,2859,2820,2560,2562,2853,2853,2842,2562,2551,2823,2856,2844,2848,2840,2845,2842,3029,3035,2932,2909,2853,2829,2842,2918,2908,2892,3035,2895,2842,2854,2865,2911,3024,2857,2869,2868,2877,2558,2855,2895,665,2860,2846,2846,644,2865,2836,2928,2872,2855,2928,2898,2898,2893,2893,2909,2904,2905,3032,2918,3036
GCF_002903215,1082,1091,1105,1057,1105,1061,1061,0,1062,1,1058,1084,1,0,168,1084,1084,1061,1058,1,1100,1,1068,1,1,1,1058,1,1082,1082,1088,1083,1082,1061,1,1103,0,1061,1100,1061,1062,189,150,1082,1082,1083,1082,1082,2741,1277,1057,1061,1098,1074,1061,1093,1089,888,2881,1089,2971,2753,1094,872,171,158,1591,3221,1083,1096,184,2926,1060,1083,1083,2904,2904,1055,2901,1082,2742,2742,2899,2860,1061,1054,873,1327,2905,1333,151,2743,885,1055,1091,1069,2752,1108,2861,0,1058,171,171,171,930,2819,173,1086,1086,1083,1105,2819,171,171,171,0,1098,141,1086,146,1055,2748,2742,1090,1104,1103,2750,2743,1050,1107,1098,1101,1095,1082,1083,2153,2151,1580,1551,147,1050,1324,1577,1592,1335,2168,1324,1324,148,87,1556,2165,122,1312,136,1366,2740,1104,1189,2905,896,872,872,2893,113,1079,1558,105,1104,1558,1552,1552,1544,1544,1554,1557,1567,2159,1586,2169
GCF_002903305,653,652,666,1,666,654,654,1058,655,1059,2,670,1059,1058,1059,672,672,654,2,1059,657,1059,661,1059,1059,1059,2,1059,653,670,648,671,671,654,1059,654,1058,654,660,654,655,1040,1069,653,653,654,653,653,2678,1227,173,298,649,665,155,657,650,1001,2839,650,2923,2687,658,1000,1049,1060,1504,3169,669,639,1054,2881,653,669,669,2857,2857,195,2859,655,2680,2680,2855,2830,654,169,994,1286,2858,1281,1053,2681,1011,181,655,174,2686,650,2828,1058,0,1070,1070,1070,997,2788,1067,676,676,669,679,2788,1070,1070,1070,1058,660,1062,676,1065,181,2673,2680,654,678,654,2675,2672,178,681,660,653,659,655,669,2114,2119,1446,1403,1057,142,1283,1428,1505,1264,2130,1266,1283,1058,1070,1396,2126,1065,1280,1064,1286,2670,665,1205,2858,1005,995,1000,2849,1051,640,1365,1070,665,1365,1401,1401,1402,1402,1394,1398,1475,2121,1456,2130
GCF_002918455,1087,1092,1109,1069,1109,1064,1064,171,1065,172,1070,1091,172,171,162,1088,1088,1064,1070,172,1104,172,1071,172,172,172,1070,172,1087,1090,1088,1091,1089,1064,172,1105,171,1064,1100,1064,1065,190,149,1087,1087,1088,1087,1087,2732,1280,1069,1074,1103,1082,1074,1101,1091,882,2895,1091,2980,2747,1102,867,130,197,1586,3220,1090,1098,207,2937,1063,1090,1090,2910,2910,1081,2909,1085,2731,2731,2912,2868,1064,1071,866,1333,2911,1335,186,2732,881,1063,1099,1084,2746,1110,2869,171,1070,0,0,0,931,2814,18,1090,1090,1090,1111,2814,0,0,0,171,1102,156,1090,168,1063,2736,2731,1091,1110,1105,2738,2733,1066,1113,1102,1105,1103,1085,1090,2153,2154,1586,1554,174,1068,1335,1582,1587,1336,2170,1324,1335,175,165,1561,2166,175,1318,176,1368,2731,1108,1187,2917,891,863,867,2904,167,1083,1565,175,1108,1565,1561,1561,1553,1553,1559,1566,1565,2161,1592,2171
GCF_002918465,1087,1092,1109,1069,1109,1064,1064,171,1065,172,1070,1091,172,171,162,1088,1088,1064,1070,172,1104,172,1071,172,172,172,1070,172,1087,1090,1088,1091,1089,1064,172,1105,171,1064,1100,1064,1065,190,149,1087,1087,1088,1087,1087,2732,1280,1069,1074,1103,1082,1074,1101,1091,882,2895,1091,2980,2747,1102,867,130,197,1586,3220,1090,1098,207,2937,1063,1090,1090,2910,2910,1081,2909,1085,2731,2731,2912,2868,1064,1071,866,1333,2911,1335,186,2732,881,1063,1099,1084,2746,1110,2869,171,1070,0,0,0,931,2814,18,1090,1090,1090,1111,2814,0,0,0,171,1102,156,1090,168,1063,2736,2731,1091,1110,1105,2738,2733,1066,1113,1102,1105,1103,1085,1090,2153,2154,1586,1554,174,1068,1335,1582,1587,1336,2170,1324,1335,175,165,1561,2166,175,1318,176,1368,2731,1108,1187,2917,891,863,867,2904,167,1083,1565,175,1108,1565,1561,1561,1553,1553,1559,1566,1565,2161,1592,2171
GCF_002918495,1087,1092,1109,1069,1109,1064,1064,171,1065,172,1070,1091,172,171,162,1088,1088,1064,1070,172,1104,172,1071,172,172,172,1070,172,1087,1090,1088,1091,1089,1064,172,1105,171,1064,1100,1064,1065,190,149,1087,1087,1088,1087,1087,2732,1280,1069,1074,1103,1082,1074,1101,1091,882,2895,1091,2980,2747,1102,867,130,197,1586,3220,1090,1098,207,2937,1063,1090,1090,2910,2910,1081,2909,1085,2731,2731,2912,2868,1064,1071,866,1333,2911,1335,186,2732,881,1063,1099,1084,2746,1110,2869,171,1070,0,0,0,931,2814,18,1090,1090,1090,1111,2814,0,0,0,171,1102,156,1090,168,1063,2736,2731,1091,1110,1105,2738,2733,1066,1113,1102,1105,1103,1085,1090,2153,2154,1586,1554,174,1068,1335,1582,1587,1336,2170,1324,1335,175,165,1561,2166,175,1318,176,1368,2731,1108,1187,2917,891,863,867,2904,167,1083,1565,175,1108,1565,1561,1561,1553,1553,1559,1566,1565,2161,1592,2171
GCF_002918505,1044,1044,1064,996,1064,1039,1039,930,1040,931,997,1062,930,930,925,1046,1046,1039,997,930,1053,930,1044,931,931,931,997,930,1044,1064,1047,1065,1058,1039,931,1050,930,1039,1041,1039,1040,915,939,1044,1044,1045,1044,1044,2722,1232,995,1013,1053,1056,1000,1064,1052,824,2867,1052,2937,2727,1065,807,917,929,1535,3192,1061,1046,923,2923,1038,1061,1061,2884,2884,999,2872,1043,2727,2727,2891,2827,1039,990,801,1301,2885,1297,930,2728,820,992,1062,1016,2731,1067,2815,930,997,931,931,931,0,2812,924,1048,1048,1061,1078,2812,931,931,931,930,1058,922,1048,931,992,2727,2727,1047,1077,1050,2729,2727,985,1080,1061,1056,1066,1043,1061,2066,2067,1525,1486,932,989,1299,1513,1536,1287,2096,1286,1299,933,926,1492,2082,936,1291,940,1303,2730,1063,1144,2893,821,804,807,2883,917,1039,1494,944,1063,1494,1499,1499,1491,1491,1490,1502,1515,2087,1530,2097
GCF_002918555,2819,2818,2824,2787,2824,2817,2817,2819,2818,2820,2788,2826,2820,2819,2801,2824,2824,2817,2788,2820,2828,2820,2823,2820,2820,2820,2788,2820,2819,2825,2818,2826,2820,2817,2820,2817,2819,2817,2832,2817,2818,2821,2799,2819,2819,2820,2819,2819,2625,2775,2782,2795,2828,2814,2784,2811,2818,2792,2666,2818,2751,2654,2812,2797,2800,2828,2863,2938,2825,2826,2819,2717,2816,2825,2825,2652,2652,2792,2649,2830,2649,2649,2675,2641,2817,2788,2793,2827,2653,2819,2815,2650,2800,2783,2811,2799,2652,2826,2635,2819,2788,2814,2814,2814,2812,0,2808,2830,2830,2825,2837,0,2814,2814,2814,2819,2820,2812,2830,2814,2783,2647,2649,2823,2836,2817,2647,2654,2774,2839,2822,2827,2813,2830,2825,3026,3024,2902,2901,2814,2784,2818,2896,2864,2840,3041,2846,2818,2815,2824,2873,3021,2824,2812,2821,2846,2659,2823,2861,2673,2811,2797,2797,2668,2808,2813,2896,2815,2823,2896,2885,2885,2876,2876,2871,2880,2857,3031,2888,3038
GCF_002918575,1084,1089,1106,1066,1106,1061,1061,173,1062,174,1067,1088,174,173,160,1085,1085,1061,1067,174,1101,174,1068,174,174,174,1067,174,1084,1087,1087,1088,1086,1061,174,1102,173,1061,1097,1061,1062,200,155,1084,1084,1085,1084,1084,2732,1275,1066,1070,1100,1079,1071,1098,1088,877,2896,1088,2978,2747,1099,862,134,195,1583,3221,1087,1095,213,2936,1060,1087,1087,2911,2911,1076,2910,1082,2731,2731,2913,2869,1061,1066,861,1328,2912,1330,188,2732,876,1060,1096,1081,2746,1107,2870,173,1067,18,18,18,924,2808,0,1087,1087,1087,1108,2808,18,18,18,173,1099,156,1087,162,1060,2736,2731,1088,1107,1102,2738,2733,1063,1110,1101,1102,1100,1082,1087,2153,2152,1583,1551,174,1065,1328,1579,1584,1333,2168,1319,1328,175,163,1559,2164,175,1313,180,1365,2731,1105,1188,2918,886,858,862,2905,169,1080,1562,183,1105,1562,1558,1558,1550,1550,1557,1563,1562,2159,1589,2169
GCF_002918835,138,139,174,675,174,113,113,1086,114,1087,676,128,1087,1086,1087,8,8,113,676,1087,155,1087,120,1087,1087,1087,676,1087,138,182,148,183,154,113,1087,152,1086,113,119,113,114,1095,1093,138,138,139,138,138,2716,1249,680,723,133,171,691,173,167,1021,2871,167,2947,2719,174,1031,1091,1114,1439,3177,127,149,1102,2891,112,127,127,2896,2896,699,2891,169,2713,2713,2884,2857,113,699,1017,1304,2897,1304,1103,2714,1033,695,171,703,2720,165,2841,1086,676,1090,1090,1090,1048,2830,1087,0,2,127,194,2830,1090,1090,1090,1086,171,1084,2,1096,695,2703,2713,126,193,152,2705,2708,682,196,167,161,175,169,127,2152,2150,1392,1359,1110,680,1312,1382,1440,1289,2172,1288,1312,1111,1095,1348,2165,1099,1305,1094,1319,2708,173,1080,2889,1036,1024,1031,2882,1077,139,1303,1096,173,1303,1308,1308,1310,1310,1346,1307,1411,2161,1409,2172
GCF_002918855,138,139,174,675,174,113,113,1086,114,1087,676,128,1087,1086,1087,8,8,113,676,1087,155,1087,120,1087,1087,1087,676,1087,138,182,148,183,154,113,1087,152,1086,113,119,113,114,1095,1093,138,138,139,138,138,2716,1249,680,723,133,171,691,173,167,1021,2871,167,2947,2719,174,1031,1091,1114,1439,3177,127,149,1102,2891,112,127,127,2896,2896,699,2891,169,2713,2713,2884,2857,113,699,1017,1304,2897,1304,1103,2714,1033,695,171,703,2720,165,2841,1086,676,1090,1090,1090,1048,2830,1087,2,0,127,194,2830,1090,1090,1090,1086,171,1084,0,1096,695,2703,2713,126,193,152,2705,2708,682,196,167,161,175,169,127,2152,2150,1392,1359,1110,680,1312,1382,1440,1289,2172,1288,1312,1111,1095,1348,2165,1099,1305,1094,1319,2708,173,1080,2889,1036,1024,1031,2882,1077,139,1303,1096,173,1303,1308,1308,1310,1310,1346,1307,1411,2161,1409,2172
GCF_002918865,142,128,163,668,163,112,112,1083,113,1084,669,1,1084,1083,1086,123,123,112,669,1084,163,1084,119,1084,1084,1084,669,1084,142,149,136,150,123,112,1084,150,1083,112,151,112,113,1095,1095,142,142,143,142,142,2731,1258,671,720,153,150,689,136,166,1038,2872,166,2953,2734,137,1039,1089,1114,1451,3197,0,165,1100,2902,111,0,0,2898,2898,694,2893,140,2726,2726,2886,2858,112,695,1034,1309,2899,1318,1103,2727,1043,687,134,701,2735,185,2842,1083,669,1090,1090,1090,1061,2825,1087,127,127,0,169,2825,1090,1090,1090,1083,161,1081,127,1095,687,2721,2726,140,168,150,2723,2723,678,171,161,154,138,140,0,2165,2163,1396,1362,1112,678,1322,1383,1452,1299,2180,1300,1322,1113,1095,1350,2178,1099,1306,1094,1326,2725,162,1077,2892,1051,1032,1039,2883,1077,134,1306,1095,162,1306,1302,1302,1304,1304,1348,1301,1424,2169,1408,2180
GCF_002918875,175,192,183,678,183,181,181,1105,182,1106,679,170,1106,1105,1105,190,190,181,679,1106,208,1106,188,1106,1106,1106,679,1106,175,88,179,89,120,181,1106,203,1105,181,200,181,182,1104,1114,175,175,176,175,175,2747,1275,689,735,186,119,696,129,189,1066,2883,189,2961,2742,130,1060,1100,1115,1463,3188,169,190,1110,2924,180,169,169,2907,2907,706,2906,205,2742,2742,2895,2866,181,700,1055,1330,2908,1337,1107,2743,1068,688,127,702,2743,192,2854,1105,679,1111,1111,1111,1078,2837,1108,194,194,169,0,2837,1111,1111,1111,1105,180,1103,194,1112,688,2726,2742,179,1,203,2728,2735,689,2,208,198,131,205,169,2180,2177,1413,1375,1118,682,1340,1398,1464,1317,2191,1314,1340,1119,1117,1355,2193,1118,1331,1113,1343,2734,182,1092,2900,1072,1055,1060,2893,1098,159,1323,1114,182,1323,1330,1330,1332,1332,1353,1327,1435,2182,1438,2193
GCF_002918935,2819,2818,2824,2787,2824,2817,2817,2819,2818,2820,2788,2826,2820,2819,2801,2824,2824,2817,2788,2820,2828,2820,2823,2820,2820,2820,2788,2820,2819,2825,2818,2826,2820,2817,2820,2817,2819,2817,2832,2817,2818,2821,2799,2819,2819,2820,2819,2819,2625,2775,2782,2795,2828,2814,2784,2811,2818,2792,2666,2818,2751,2654,2812,2797,2800,2828,2863,2938,2825,2826,2819,2717,2816,2825,2825,2652,2652,2792,2649,2830,2649,2649,2675,2641,2817,2788,2793,2827,2653,2819,2815,2650,2800,2783,2811,2799,2652,2826,2635,2819,2788,2814,2814,2814,2812,0,2808,2830,2830,2825,2837,0,2814,2814,2814,2819,2820,2812,2830,2814,2783,2647,2649,2823,2836,2817,2647,2654,2774,2839,2822,2827,2813,2830,2825,3026,3024,2902,2901,2814,2784,2818,2896,2864,2840,3041,2846,2818,2815,2824,2873,3021,2824,2812,2821,2846,2659,2823,2861,2673,2811,2797,2797,2668,2808,2813,2896,2815,2823,2896,2885,2885,2876,2876,2871,2880,2857,3031,2888,3038
GCF_002919425,1087,1092,1109,1069,1109,1064,1064,171,1065,172,1070,1091,172,171,162,1088,1088,1064,1070,172,1104,172,1071,172,172,172,1070,172,1087,1090,1088,1091,1089,1064,172,1105,171,1064,1100,1064,1065,190,149,1087,1087,1088,1087,1087,2732,1280,1069,1074,1103,1082,1074,1101,1091,882,2895,1091,2980,2747,1102,867,130,197,1586,3220,1090,1098,207,2937,1063,1090,1090,2910,2910,1081,2909,1085,2731,2731,2912,2868,1064,1071,866,1333,2911,1335,186,2732,881,1063,1099,1084,2746,1110,2869,171,1070,0,0,0,931,2814,18,1090,1090,1090,1111,2814,0,0,0,171,1102,156,1090,168,1063,2736,2731,1091,1110,1105,2738,2733,1066,1113,1102,1105,1103,1085,1090,2153,2154,1586,1554,174,1068,1335,1582,1587,1336,2170,1324,1335,175,165,1561,2166,175,1318,176,1368,2731,1108,1187,2917,891,863,867,2904,167,1083,1565,175,1108,1565,1561,1561,1553,1553,1559,1566,1565,2161,1592,2171
GCF_002919455,1087,1092,1109,1069,1109,1064,1064,171,1065,172,1070,1091,172,171,162,1088,1088,1064,1070,172,1104,172,1071,172,172,172,1070,172,1087,1090,1088,1091,1089,1064,172,1105,171,1064,1100,1064,1065,190,149,1087,1087,1088,1087,1087,2732,1280,1069,1074,1103,1082,1074,1101,1091,882,2895,1091,2980,2747,1102,867,130,197,1586,3220,1090,1098,207,2937,1063,1090,1090,2910,2910,1081,2909,1085,2731,2731,2912,2868,1064,1071,866,1333,2911,1335,186,2732,881,1063,1099,1084,2746,1110,2869,171,1070,0,0,0,931,2814,18,1090,1090,1090,1111,2814,0,0,0,171,1102,156,1090,168,1063,2736,2731,1091,1110,1105,2738,2733,1066,1113,1102,1105,1103,1085,1090,2153,2154,1586,1554,174,1068,1335,1582,1587,1336,2170,1324,1335,175,165,1561,2166,175,1318,176,1368,2731,1108,1187,2917,891,863,867,2904,167,1083,1565,175,1108,1565,1561,1561,1553,1553,1559,1566,1565,2161,1592,2171
GCF_002919485,1087,1092,1109,1069,1109,1064,1064,171,1065,172,1070,1091,172,171,162,1088,1088,1064,1070,172,1104,172,1071,172,172,172,1070,172,1087,1090,1088,1091,1089,1064,172,1105,171,1064,1100,1064,1065,190,149,1087,1087,1088,1087,1087,2732,1280,1069,1074,1103,1082,1074,1101,1091,882,2895,1091,2980,2747,1102,867,130,197,1586,3220,1090,1098,207,2937,1063,1090,1090,2910,2910,1081,2909,1085,2731,2731,2912,2868,1064,1071,866,1333,2911,1335,186,2732,881,1063,1099,1084,2746,1110,2869,171,1070,0,0,0,931,2814,18,1090,1090,1090,1111,2814,0,0,0,171,1102,156,1090,168,1063,2736,2731,1091,1110,1105,2738,2733,1066,1113,1102,1105,1103,1085,1090,2153,2154,1586,1554,174,1068,1335,1582,1587,1336,2170,1324,1335,175,165,1561,2166,175,1318,176,1368,2731,1108,1187,2917,891,863,867,2904,167,1083,1565,175,1108,1565,1561,1561,1553,1553,1559,1566,1565,2161,1592,2171
GCF_002919795,1082,1091,1105,1057,1105,1061,1061,0,1062,1,1058,1084,1,0,168,1084,1084,1061,1058,1,1100,1,1068,1,1,1,1058,1,1082,1082,1088,1083,1082,1061,1,1103,0,1061,1100,1061,1062,189,150,1082,1082,1083,1082,1082,2741,1277,1057,1061,1098,1074,1061,1093,1089,888,2881,1089,2971,2753,1094,872,171,158,1591,3221,1083,1096,184,2926,1060,1083,1083,2904,2904,1055,2901,1082,2742,2742,2899,2860,1061,1054,873,1327,2905,1333,151,2743,885,1055,1091,1069,2752,1108,2861,0,1058,171,171,171,930,2819,173,1086,1086,1083,1105,2819,171,171,171,0,1098,141,1086,146,1055,2748,2742,1090,1104,1103,2750,2743,1050,1107,1098,1101,1095,1082,1083,2153,2151,1580,1551,147,1050,1324,1577,1592,1335,2168,1324,1324,148,87,1556,2165,122,1312,136,1366,2740,1104,1189,2905,896,872,872,2893,113,1079,1558,105,1104,1558,1552,1552,1544,1544,1554,1557,1567,2159,1586,2169
GCF_002919825,115,124,15,659,15,145,145,1098,146,1099,660,162,1099,1098,1100,167,167,145,660,1099,130,1099,152,1099,1099,1099,660,1099,115,191,131,192,170,145,1099,147,1098,145,130,145,146,1088,1107,115,115,116,115,115,2721,1250,676,709,134,187,678,184,143,1045,2881,143,2948,2721,185,1039,1093,1101,1464,3180,161,116,1098,2911,144,161,161,2903,2903,684,2900,150,2714,2714,2894,2864,145,686,1036,1304,2904,1307,1096,2715,1046,675,182,680,2722,152,2849,1098,660,1102,1102,1102,1058,2820,1099,171,171,161,180,2820,1102,1102,1102,1098,0,1098,171,1107,675,2705,2714,127,179,147,2707,2711,666,182,138,105,186,150,161,2144,2144,1403,1349,1102,672,1312,1369,1465,1292,2162,1293,1312,1103,1111,1325,2160,1113,1304,1108,1320,2710,14,1080,2901,1048,1031,1039,2892,1090,165,1296,1107,14,1296,1315,1315,1317,1317,1323,1316,1438,2151,1419,2162
GCF_002923765,1082,1089,1105,1061,1105,1059,1059,141,1060,142,1062,1082,142,141,154,1082,1082,1059,1062,142,1100,142,1066,142,142,142,1062,142,1082,1082,1088,1083,1082,1059,142,1103,141,1059,1097,1059,1060,184,142,1082,1082,1083,1082,1082,2734,1266,1066,1065,1098,1076,1067,1091,1089,885,2882,1089,2981,2748,1092,871,144,173,1591,3223,1081,1096,157,2934,1058,1081,1081,2902,2902,1069,2900,1082,2739,2739,2898,2863,1059,1060,873,1325,2903,1326,165,2740,881,1061,1089,1073,2751,1108,2864,141,1062,156,156,156,922,2812,156,1084,1084,1081,1103,2812,156,156,156,141,1098,0,1084,128,1061,2745,2739,1088,1102,1103,2747,2738,1057,1105,1098,1101,1093,1082,1081,2139,2135,1586,1554,168,1059,1325,1584,1592,1326,2156,1313,1325,169,140,1565,2151,157,1305,140,1354,2737,1104,1191,2904,892,874,871,2890,140,1077,1565,146,1104,1565,1559,1559,1551,1551,1563,1566,1569,2147,1590,2157
GCF_002934505,138,139,174,675,174,113,113,1086,114,1087,676,128,1087,1086,1087,8,8,113,676,1087,155,1087,120,1087,1087,1087,676,1087,138,182,148,183,154,113,1087,152,1086,113,119,113,114,1095,1093,138,138,139,138,138,2716,1249,680,723,133,171,691,173,167,1021,2871,167,2947,2719,174,1031,1091,1114,1439,3177,127,149,1102,2891,112,127,127,2896,2896,699,2891,169,2713,2713,2884,2857,113,699,1017,1304,2897,1304,1103,2714,1033,695,171,703,2720,165,2841,1086,676,1090,1090,1090,1048,2830,1087,2,0,127,194,2830,1090,1090,1090,1086,171,1084,0,1096,695,2703,2713,126,193,152,2705,2708,682,196,167,161,175,169,127,2152,2150,1392,1359,1110,680,1312,1382,1440,1289,2172,1288,1312,1111,1095,1348,2165,1099,1305,1094,1319,2708,173,1080,2889,1036,1024,1031,2882,1077,139,1303,1096,173,1303,1308,1308,1310,1310,1346,1307,1411,2161,1409,2172
GCF_002939255,1093,1100,1114,1064,1114,1068,1068,146,1069,147,1065,1096,147,146,162,1094,1094,1068,1065,147,1111,147,1075,147,147,147,1065,147,1093,1091,1099,1092,1093,1068,147,1112,146,1068,1108,1068,1069,192,147,1093,1093,1094,1093,1093,2736,1280,1071,1077,1109,1087,1067,1104,1100,885,2874,1100,2983,2744,1105,874,168,163,1586,3232,1095,1107,183,2925,1067,1095,1095,2900,2900,1075,2898,1093,2737,2737,2893,2860,1068,1070,874,1334,2901,1337,147,2738,884,1069,1102,1078,2745,1119,2859,146,1065,168,168,168,931,2814,162,1096,1096,1095,1112,2814,168,168,168,146,1107,128,1096,0,1069,2741,2737,1097,1111,1112,2743,2734,1064,1114,1111,1114,1106,1093,1095,2144,2143,1591,1559,147,1064,1334,1591,1587,1331,2157,1317,1334,148,139,1569,2151,142,1312,145,1362,2738,1113,1192,2897,895,875,874,2883,143,1090,1569,151,1113,1569,1564,1564,1558,1558,1567,1571,1565,2148,1599,2158
GCF_002946635,672,665,681,180,681,671,671,1055,672,1056,181,688,1056,1055,1064,691,691,671,181,1056,672,1056,678,1056,1056,1056,181,1056,672,685,660,686,683,671,1056,669,1055,671,677,671,672,1043,1071,672,672,673,672,672,2681,1226,126,312,668,680,164,670,664,1002,2836,664,2929,2685,671,1002,1046,1067,1510,3162,687,654,1059,2885,670,687,687,2852,2852,186,2852,662,2681,2681,2854,2825,671,186,985,1293,2853,1286,1058,2682,1004,0,668,219,2682,665,2820,1055,181,1063,1063,1063,992,2783,1060,695,695,687,688,2783,1063,1063,1063,1055,675,1061,695,1069,0,2670,2681,671,687,669,2672,2673,150,690,676,668,672,662,687,2128,2131,1465,1425,1058,179,1294,1449,1511,1266,2143,1268,1294,1059,1071,1405,2142,1072,1287,1067,1291,2668,680,1206,2855,997,991,1002,2844,1058,653,1383,1071,680,1383,1425,1425,1424,1424,1403,1417,1480,2134,1479,2143
GCF_002947035,2705,2696,2706,2672,2706,2692,2692,2748,2693,2749,2673,2722,2748,2748,2735,2697,2697,2692,2673,2748,2696,2748,2698,2749,2749,2749,2673,2748,2705,2714,2701,2715,2709,2692,2749,2685,2748,2692,2699,2692,2693,2736,2752,2705,2705,2706,2705,2705,151,2624,2675,2675,2704,2705,2682,2708,2708,2679,2626,2708,2701,137,2709,2673,2737,2751,2769,2776,2721,2704,2732,2698,2691,2721,2721,2614,2614,2671,2621,2697,144,144,2619,2566,2692,2679,2678,2687,2615,2679,2736,145,2675,2670,2708,2679,134,2700,2560,2748,2673,2736,2736,2736,2727,2647,2736,2703,2703,2721,2726,2647,2736,2736,2736,2748,2705,2745,2703,2741,2670,0,144,2698,2725,2685,2,143,2685,2728,2711,2700,2710,2697,2721,2882,2893,2767,2752,2750,2678,2681,2743,2770,2685,2889,2697,2681,2751,2754,2729,2884,2758,2682,2752,2686,154,2705,2768,2628,2701,2669,2673,2624,2744,2700,2766,2750,2705,2766,2733,2733,2731,2731,2727,2727,2765,2882,2748,2888
GCF_002947675,2714,2705,2715,2679,2715,2697,2697,2742,2698,2743,2680,2727,2742,2742,2730,2707,2707,2697,2680,2742,2702,2742,2703,2743,2743,2743,2680,2742,2714,2727,2709,2728,2719,2697,2743,2692,2742,2697,2708,2697,2698,2725,2748,2714,2714,2715,2714,2714,143,2630,2680,2683,2716,2717,2689,2717,2714,2676,2628,2714,2698,143,2718,2663,2733,2747,2783,2776,2726,2714,2728,2687,2696,2726,2726,2613,2613,2679,2623,2710,0,0,2620,2572,2697,2685,2670,2687,2614,2679,2731,1,2668,2681,2717,2689,142,2709,2562,2742,2680,2731,2731,2731,2727,2649,2731,2713,2713,2726,2742,2649,2731,2731,2731,2742,2714,2739,2713,2737,2681,144,0,2703,2741,2692,144,135,2694,2744,2718,2706,2719,2710,2726,2874,2890,2777,2768,2743,2689,2681,2764,2784,2684,2895,2696,2681,2744,2752,2745,2884,2754,2678,2749,2681,148,2714,2784,2633,2693,2663,2663,2628,2739,2704,2787,2746,2714,2787,2749,2749,2745,2745,2743,2741,2776,2888,2763,2894
