ID	ST_new	Cluster__autocolour	bacsort_species	match	collection	Int_Ext	biosample	Source	Country	Date	strain
GCF_008931505	8	860	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12289346	Environmental facility	Australia	2012	E33
GCF_019660705	17	442	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20568175	Human	China	2015	CF-15-2-98
GCF_900446835	57	861	Citrobacter youngae	100.00%	RefSeq	Ext	SAMEA101161918	"NA"	"NA"	"NA"	"NA"
GCF_016894065	placeholder_ST257	862	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824637	Other	Thailand	"NA"	Colony458
GCF_901456305	62	175	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA5578845	"NA"	"NA"	"NA"	"NA"
GCF_901456265	21	863	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMEA5578862	"NA"	"NA"	"NA"	"NA"
GCF_013791465	placeholder_ST78	865	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148501	Environment	United Kingdom	2017	RHBSTW-00127
GCF_009664025	169	159	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_018438625	18	866	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371858	Human	Germany	2018	NRZ-45233
GCF_016503905	98	867	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220303	Human	USA	2018	CB00096
GCF_013791615	111	868	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148500	Environment	United Kingdom	2017	RHBSTW-00126
GCF_000312465	placeholder_ST92	271	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02469678	Environment	USA	"NA"	MTCC 1658
GCF_004792475	placeholder_ST258	869	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN11268911	Environment	United Kingdom	2016	Upstream_1
GCF_000739675	placeholder_ST259	870	Citrobacter murliniae	100.00%	RefSeq	Ext	SAMD00000559	"NA"	"NA"	"NA"	"NA"
GCF_004331445	placeholder_ST260	871	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10437855	Other	Canada	2010	HH10
GCF_015356495	64	873	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16125009	Environment	"NA"	2019	CPE1
GCF_014725915	22	729	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11505996	Human	Canada	2016	N16-03880
GCF_018446915	112	874	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372130	Human	Germany	2019	Survcare239
GCF_006937845	116	876	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11232674	Human	Estonia	2012	EELTKB284
GCF_013732395	placeholder_ST5	879	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_013336855	114	92	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082856	Human	USA	2019	YDC880
GCF_002864025	185	322	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07974440	Human	USA	"NA"	YDC692-2
GCF_013336845	placeholder_ST24	67	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN14082852	Human	USA	2015	YDC693
GCF_016507845	placeholder_ST261	880	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN10435558	Human	USA	2017	CB00013
GCF_004146055	22	882	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10847473	Human	France	2016	ICR003215
GCF_001306025	18	323	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04038590	Other	China	2014	ST1
GCF_014856085	98	884	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12219997	Human	Germany	2014	CF13141
GCF_013784065	88	885	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148660	Environment	United Kingdom	2017	RHBSTW-00599
GCF_013899365	placeholder_ST262	886	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148085	Bovine	United Kingdom	2017	RHB12-C19
GCF_016859885	placeholder_ST17	887	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_014596815	placeholder_ST263	888	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15963937	Other	Germany	2015	C13
GCF_018107785	22	889	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11513634	Human	Malaysia	2013	CRE530
GCF_005280955	32	613	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11369635	"NA"	Poland	"NA"	wls717
GCF_015668035	placeholder_ST264	890	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15532624	Human	USA	2017	1001311H_170123_F2
GCF_014104105	placeholder_ST265	891	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148494	Environment	United Kingdom	2017	RHBSTW-00116
GCF_015208815	placeholder_ST266	893	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12706440	Human	South Africa	2019	H2730R
GCF_900079995	placeholder_ST267	894	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMEA3935942	"NA"	"NA"	"NA"	"NA"
GCF_015353115	placeholder_ST58	897	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN16667806	Human	China	2013	CA71
GCF_013748855	519	898	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148618	Environment	United Kingdom	2017	RHBSTW-00449
GCF_003937345	placeholder_ST268	899	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN10249196	Environmental facility	Pakistan	2016	CF_324
GCF_012952645	356	346	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN14265977	Human	USA	2017	CB00017
GCF_016503955	91	104	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220302	Human	USA	2018	CB00095
GCF_001276125	placeholder_ST239	900	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN03982941	Fish	Malaysia	2014	YG8
ERQ0162	110	673	Citrobacter braakii	99.68%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_014802925	22	903	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205305	Human	France	2018	179I3
GCF_900169695	placeholder_ST78	510	Citrobacter braakii	100.00%	RefSeq	Ext	SAMEA103915301	"NA"	"NA"	"NA"	"NA"
GCF_005280935	placeholder_ST269	904	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN11369637	"NA"	Poland	"NA"	wls757
GCF_021503935	placeholder_ST270	905	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN22551378	Environmental facility	Switzerland	2020	MV-r1-SK3-O
GCF_018443315	256	906	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372001	Human	Germany	2016	Survcare080
GCF_018279205	placeholder_ST271	907	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN13907872	"NA"	South Korea	"NA"	PNUCL1
GCF_016500715	placeholder_ST272	909	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN16340027	Human	USA	2019	CB00192
GCF_004103775	412	910	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10754625	Environment	China	2017	R17
GCF_016893845	placeholder_ST273	911	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824652	Other	Thailand	2019	Colony241
GCF_013360255	150	912	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_902363265	placeholder_ST274	913	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA5849609	"NA"	"NA"	"NA"	"NA"
GCF_013389635	placeholder_ST275	914	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
SG18_227_S53	placeholder_ST276	915	Citrobacter youngae	99.59%	Gull	Int	"NA"	Gull	Australia	2018	"NA"
GCF_002073755	placeholder_ST277	916	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN04875579	Human	USA	2014	FDAARGOS_253
SG18_138_2_S33	183	375	Citrobacter youngae	99.67%	Gull	Int	"NA"	Gull	Australia	2018	"NA"
GCF_015667445	placeholder_ST145	918	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN15532554	Human	USA	2017	1001311H_170123_A7
GCF_004005575	22	919	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644679	Human	France	2017	106F2
GCF_013781945	placeholder_ST105	920	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148769	Environment	United Kingdom	2017	RHBSTW-01044
GCF_003019835	11	921	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN08631944	Human	Malaysia	2014	B9-C2
GCF_003571565	placeholder_ST278	922	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04014957	"NA"	"NA"	"NA"	"NA"
GCF_001586835	519	923	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03455927	Human	USA	2014	AATXQ
GCF_001058505	placeholder_ST279	924	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03198018	Human	USA	"NA"	804_CKOS
GCF_014104015	placeholder_ST194	925	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148513	Environment	United Kingdom	2017	RHBSTW-00142
GCF_016500665	placeholder_ST280	926	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN16340029	Human	USA	2019	CB00194
GCF_009856695	placeholder_ST281	927	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN13669122	Plant	China	2015	LDL3-3
GCF_002918865	22	575	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03455999	"NA"	USA	2015	CFNIH8
GCF_003114935	109	928	Citrobacter braakii	100.00%	RefSeq	Ext	SAMD00112928	"NA"	"NA"	"NA"	"NA"
GCF_006385635	162	929	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11388517	Human	China	2018	CF971
GCF_013727455	placeholder_ST14	29	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148736	Environment	United Kingdom	2017	RHBSTW-00902
GCF_013740875	placeholder_ST184	930	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148615	Environment	United Kingdom	2017	RHBSTW-00444
GCF_002918875	11	931	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06040422	"NA"	USA	2016	CFNIH12
GCF_017151445	64	932	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15659126	Environment	China	2018	TS3W
GCF_016505325	98	933	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435570	Other	USA	2017	CB00026
GCF_001413335	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872798	"NA"	USA	2013	RU2 BHI22
GCF_017353275	64	934	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN18203675	"NA"	Denmark	2019	MM2021_8
GCF_001316675	62	935	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04011435	Human	South Africa	2013	ST62:944112508
GCF_016505585	239	936	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435552	Human	USA	2017	CB00007
GCF_021441345	169	937	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN24245011	Mollusc	Portugal	2019	INSAq237
GCF_016505195	placeholder_ST282	940	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN10435578	Human	USA	2017	CB00034
GCF_000521945	3	941	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN02356612	Human	USA	"NA"	UCI 32
GCF_015910405	placeholder_ST283	942	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN13747506	Human	Canada	2015	Cfr-13
GCF_002919825	257	943	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06040405	"NA"	USA	2016	CFNIH11
GCF_018917665	placeholder_ST284	944	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN19374038	Mammalian	China	2019	N91
GCF_011030065	415	947	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14120105	Human	Lebanon	2016	CFM_17
GCF_021417245	116	948	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN21237500	Human	China	2018	17G14
GCF_017086505	505	949	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13140889	Plant	Switzerland	2019	zone4
GCF_021440885	416	955	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN24245035	Other	Portugal	2019	INSAq424
GCF_000786275	placeholder_ST285	956	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03025291	Bovine	Canada	2013	GTA-CB04
GCF_000972645	placeholder_ST286	957	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03437259	Bovine	Canada	2014	GTA-817-RBA-P2
GCF_013267145	525	958	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN11056353	Human	USA	"NA"	FDAARGOS_638
GCF_009876825	placeholder_ST34	86	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945277	Human	USA	2015	BIOML-A6
GCF_001413165	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872774	"NA"	USA	2011	RU2 LB34
GCF_013729995	17	466	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148718	Environment	United Kingdom	2017	RHBSTW-00858
GCF_001067775	placeholder_ST115	320	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03198201	Human	USA	"NA"	980_SSON
GCF_014803145	22	959	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205294	Human	France	2018	164F4
GCF_900636015	placeholder_ST13	960	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMEA3368333	"NA"	"NA"	"NA"	"NA"
GCF_014103835	162	961	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148537	Environment	United Kingdom	2017	RHBSTW-00201
GCF_009907085	104	963	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN13830004	Human	Nigeria	2015	2580
GCF_016503505	placeholder_ST240	797	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220320	Human	USA	2018	CB00115
GCF_012102405	placeholder_ST287	965	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN14470508	Bovine	Brazil	2019	UFMG-H9
GCF_902160995	placeholder_ST154	441	Citrobacter braakii	100.00%	RefSeq	Ext	SAMEA104567601	"NA"	"NA"	"NA"	"NA"
GCF_019270275	placeholder_ST105	292	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824627	Other	Thailand	"NA"	Colony366
GCF_014855985	252	451	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12220003	Environmental facility	Germany	2014	CF16680
GCF_002919425	placeholder_ST44	117	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN08395899	Plant	"NA"	"NA"	S1282
GCF_016503225	114	967	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13621909	Human	USA	2018	CB00125
GCF_013615435	placeholder_ST209	968	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148751	Environment	United Kingdom	2017	RHBSTW-00944
GCF_008931485	8	970	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12289284	Human	Australia	2014	C50
GCF_016504925	251	971	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435593	Human	USA	2017	CB00049
GCF_013786205	placeholder_ST288	972	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148556	Environment	United Kingdom	2017	RHBSTW-00267
GCF_002738435	139	973	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07736518	Human	China	2014	CWH001
GCF_013781985	placeholder_ST71	974	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148767	Environment	United Kingdom	2017	RHBSTW-01013
GCF_019655655	placeholder_ST181	975	Citrobacter braakii	100.00%	RefSeq	Ext	SAMD00298538	"NA"	"NA"	"NA"	"NA"
ERQ0572	placeholder_ST67	976	Citrobacter braakii	99.43%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_018441435	19	977	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372097	Human	Germany	2018	Survcare188
GCF_001276105	placeholder_ST239	900	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN03982883	Fish	Malaysia	2014	YG6
GCF_012955545	169	980	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14653284	Human	Kazakhstan	2019	SCAID PHRX1-2019
GCF_014103585	110	981	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148578	Environment	United Kingdom	2017	RHBSTW-00325
ERQ0251	110	982	Citrobacter braakii	99.76%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_013781965	placeholder_ST147	983	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_014856095	252	451	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12219995	Human	Germany	2014	CF13066
ERQ0672	placeholder_ST218	824	Citrobacter braakii	99.25%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_011030315	112	984	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14120187	Human	Lebanon	2018	CFM_69
GCF_002211705	placeholder_ST289	985	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_000937455	22	986	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
ERQ0169	268	987	Citrobacter braakii	98.67%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
SD_9_C7	95	988	Citrobacter freundii	99.78%	Gull	Int	"NA"	Gull	Australia	2019	"NA"
GCF_014105665	11	990	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148103	Bovine	United Kingdom	2017	RHB14-C01
GCF_000398825	placeholder_ST290	991	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN00847637	"NA"	"NA"	"NA"	KTE30
GCF_019265365	placeholder_ST291	992	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN17843176	Other	Thailand	2019	Colony249
GCF_016504725	placeholder_ST40	993	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN10435605	Human	USA	2017	CB00062
GCF_005280815	placeholder_ST292	994	Citrobacter werkmanii	100.00%	RefSeq	Ext	SAMN11369647	"NA"	Poland	"NA"	TBCS-15
DB_3_D1	placeholder_ST23	995	Citrobacter freundii	99.49%	Wastewater	Int	"NA"	Wastewater	Australia	2020	"NA"
GCF_013737455	placeholder_ST5	996	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
SG18_109_2_S19	183	672	Citrobacter youngae	99.77%	Gull	Int	"NA"	Gull	Australia	2018	"NA"
GCF_000238735	placeholder_ST141	396	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN02463852	Human	"NA"	"NA"	4_7_47CFAA
GCF_018439905	98	997	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371798	Human	Germany	2016	NRZ-29912
GCF_016503695	62	998	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220315	Human	USA	2018	CB00110
GCF_001034445	169	999	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03280161	Human	"NA"	2014	MGH99
GCF_019659885	placeholder_ST105	1000	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN20568213	Human	China	2016	CF-16-58
GCF_013345705	placeholder_ST293	1001	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15168086	Environmental facility	USA	2017	MBL
GCF_013751895	11	990	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148584	Environment	United Kingdom	2017	RHBSTW-00342
GCF_008364645	placeholder_ST294	1002	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12560196	Plant	Germany	2015	C10
GCF_011392435	128	1003	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN12289071	Human	France	2018	175G8
GCF_019048805	placeholder_ST237	780	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN16357563	"NA"	Germany	"NA"	FDAARGOS 1421
GCF_001412855	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872799	"NA"	USA	2013	RU2 BHI23
GCF_004327835	98	1004	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10976863	Human	USA	2016	2016WA-NCV
GCF_014856035	252	451	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12219998	Human	Germany	2014	CF13143
GCF_011022025	98	1005	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_015356435	placeholder_ST295	1006	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16125010	Environment	"NA"	2019	CPE2
ERQ0199	110	673	Citrobacter braakii	99.67%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_018423015	19	1008	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17373003	Human	Germany	2019	Survcare320
GCF_001412875	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872800	"NA"	USA	2013	RU2 BHI24
GCF_016501565	placeholder_ST296	1009	Citrobacter pasteurii	100.00%	RefSeq	Ext	SAMN16339995	Human	USA	2019	CB00153
GCF_014337335	placeholder_ST113	315	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN08148335	Human	USA	"NA"	MGH281
GCF_001880825	22	1010	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN05441430	Human	Spain	2013	CF8_ST22
GCF_001317135	63	1011	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN04011451	Human	South Africa	2013	ST63:944526466
GCF_016501545	placeholder_ST297	1012	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN16339996	Human	USA	2019	CB00154
GCF_014802965	22	1013	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205303	Human	France	2018	179H10
GCF_016503825	placeholder_ST120	1016	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN12220311	Human	USA	2018	CB00106
GCF_019656355	497	129	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMD00323044	"NA"	"NA"	"NA"	"NA"
GCF_008364725	placeholder_ST298	1017	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12560192	Plant	Germany	2015	C4
GCF_008364895	placeholder_ST263	1018	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12560197	Plant	Germany	2015	C12
GCF_009649935	placeholder_ST222	716	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN13135736	Plant	China	2017	S40-1-2
GCF_021496985	placeholder_ST299	1020	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15062844	Fish	China	2019	BY9F36
GCF_019585185	placeholder_ST300	1021	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11855534	Environment	Nigeria	2016	EC_11
GCF_016502285	238	1022	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN10435550	Human	USA	2017	CB00005
GCF_008502135	323	1023	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN09862364	"NA"	Nigeria	2014	CC12
GCF_004004965	114	1024	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644688	Human	France	2017	11600000
GCF_016893885	104	1025	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824650	Other	Thailand	2019	Colony233
GCF_008693605	3	1027	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN11056332	Human	USA	"NA"	FDAARGOS_617
GCF_016503735	91	440	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220313	Human	USA	2018	CB00108
GCF_902160915	placeholder_ST154	441	Citrobacter braakii	100.00%	RefSeq	Ext	SAMEA104567600	"NA"	"NA"	"NA"	"NA"
GCF_010592375	95	1028	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12250721	Human	USA	2016	AS012402
GCF_019731585	20	1029	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN14389568	Human	China	2020	K48_1
GCF_002025225	placeholder_ST301	1030	Citrobacter werkmanii	100.00%	RefSeq	Ext	SAMN06444903	Environmental facility	China	2012	BF-6
GCF_000398845	placeholder_ST197	1031	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN00847640	"NA"	"NA"	"NA"	KTE151
GCF_008364705	placeholder_ST302	1032	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN12560194	Plant	Germany	2015	C7
GCF_001413315	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872797	"NA"	USA	2013	RU2 BHI21
GCF_013336945	95	1034	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082850	Human	USA	2014	YDC661
SG18_42_S4	placeholder_ST303	1036	Citrobacter youngae	98.96%	Gull	Int	"NA"	Gull	Australia	2018	"NA"
GCF_013336995	placeholder_ST240	797	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082846	Human	USA	2018	RS259
GCF_019655495	placeholder_ST216	1037	Citrobacter freundii	100.00%	RefSeq	Ext	SAMD00298536	"NA"	"NA"	"NA"	"NA"
GCF_001880945	64	1038	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN05447747	Human	Spain	2013	CF_11_ST_64
GCF_014803165	22	1039	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205292	Human	France	2018	1640000000000
GCF_002185305	placeholder_ST304	1040	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN06812673	Human	USA	2014	CRK0001
GCF_013751655	11	1041	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148588	Environment	United Kingdom	2017	RHBSTW-00350
GCF_013790265	150	1042	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148520	Environment	United Kingdom	2017	RHBSTW-00162
GCF_001062165	placeholder_ST305	1043	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03197132	Human	USA	"NA"	1175_SENT
GCF_013828645	placeholder_ST306	1044	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148277	Bovine	United Kingdom	2017	RHB29-C07
GCF_018444815	116	1045	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371948	Human	Germany	2018	Survcare036
GCF_013731955	216	1046	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148707	Environment	United Kingdom	2017	RHBSTW-00830
GCF_000731055	placeholder_ST307	1048	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN02726357	Human	Malaysia	2013	L8A
GCF_001059255	placeholder_ST233	839	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03198080	Human	USA	"NA"	873_CKOS
GCF_001037575	19	1049	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03280169	Human	"NA"	2014	BIDMC107
GCF_014856055	NA	7	Citrobacter koseri	100.00%	RefSeq	Ext	SAMN12219994	Human	Germany	2014	CB13142
GCF_016501665	NA	8	Citrobacter koseri	100.00%	RefSeq	Ext	SAMN16339994	Human	USA	2019	CB00152
GCF_013836145	NA	25	Citrobacter unknown	100.00%	RefSeq	NA	NA	NA	NA	NA	NA
GCF_900461055	NA	42	Citrobacter koseri	100.00%	RefSeq	Ext	SAMEA104338398	"NA"	"NA"	"NA"	"NA"
GCF_015965555	NA	54	Citrobacter rodentium	100.00%	RefSeq	Ext	SAMEA1486318	"NA"	"NA"	"NA"	"NA"
GCF_014679775	NA	55	Citrobacter koseri	100.00%	RefSeq	Ext	SAMD00244769	"NA"	"NA"	"NA"	"NA"
GCF_014333315	NA	73	Citrobacter koseri	100.00%	RefSeq	Ext	SAMN08148176	Human	USA	"NA"	UCICRE-127
GCF_000783445	NA	78	Citrobacter koseri	100.00%	RefSeq	Ext	SAMN02934540	Human	USA	2013	FDAARGOS_86
GCF_000018045	NA	79	Citrobacter koseri	100.00%	RefSeq	Ext	SAMN02603912	"NA"	"NA"	"NA"	ATCC BAA-895
GCF_015670485	NA	83	Citrobacter koseri	100.00%	RefSeq	Ext	SAMN15532929	Human	USA	2016	1001285B_161010_B2
GCF_016504035	NA	110	Citrobacter farmeri	100.00%	RefSeq	Ext	SAMN12220298	Human	USA	2018	CB00091
GCF_016500875	NA	111	Citrobacter koseri	100.00%	RefSeq	Ext	SAMN16340019	Human	USA	2019	CB00182
